id_detalle,id_pedido,id_producto,cantidad,precio_unitario,descuento_pct
68200,60430,720,10,0,0.1
68201,58998,4253,-1,5.0,0.03
68202,45404,7295,6,-4.0,0.05
68203,59134,1593,0,12.75,0.1
68204,7412,8112,0,25.4,0.15
68205,12732,13467,10,12.75,0.05
68206,8212,9230,1,120.0,0.15
68207,39551,14474,6,-4.0,1.2
68208,37500,8742,8,8.5,0.05
68209,11601,13583,0,19.99,0.05
68210,866,6753,4,55.8,-0.2
68211,5871,6710,8,5.0,0.03
68212,44605,10706,6,55.8,-0.2
68213,60485,9160,6,12.75,0.03
68214,21042,3685,5,19.99,
68215,64373,2576,10,19.99,0.05
68216,59749,13974,6,0,1.2
68217,63177,12012,2,8.5,1.2
68218,65396,12790,10,5.0,
68219,25948,14523,3,12.75,0.15
68220,25475,5864,-1,55.8,-0.2
68221,1208,14275,10,0,0
68222,11005,7116,0,8.5,0.05
68223,18585,5512,3,8.5,1.2
68224,34156,2957,8,8.5,1.2
68225,46118,5532,5,25.4,0
68226,36601,2318,0,120.0,0.05
68227,48343,6155,-1,25.4,-0.2
68228,31088,15325,5,-4.0,0.15
68229,31233,9963,10,0,0.1
68230,34271,7658,3,5.0,-0.2
68231,28431,4470,6,120.0,0.15
68232,5787,14282,3,19.99,1.2
68233,32465,12234,0,19.99,0.03
68234,9021,12762,8,12.75,0.05
68235,25739,15813,10,25.4,-0.2
68236,4112,12795,2,55.8,0.03
68237,11510,4839,5,12.75,
68238,4276,11650,1,0,0.15
68239,61802,9922,4,19.99,
68240,43301,1065,0,55.8,0.1
68241,39371,3661,4,25.4,0
68242,51544,4868,0,120.0,0.05
68243,14469,2352,2,5.0,-0.2
68244,51147,10359,0,5.0,
68245,65519,10964,-1,-4.0,0.05
68246,35066,611,1,25.4,0.1
68247,922,1025,2,120.0,-0.2
68248,66471,10592,5,12.75,0
68249,59911,8453,5,0,0.15
68250,56507,12983,-1,55.8,0.1
68251,6915,830,4,5.0,0.05
68252,43643,13394,8,19.99,1.2
68253,41528,12723,6,0,1.2
68254,69199,4009,3,8.5,0
68255,32719,11037,4,25.4,1.2
68256,8806,4481,4,55.8,-0.2
68257,48161,15549,0,55.8,0.1
68258,55407,4294,4,25.4,0.15
68259,15775,8628,0,8.5,0.05
68260,62610,4469,5,25.4,1.2
68261,18638,12631,5,8.5,0.15
68262,6725,3527,2,8.5,0.03
68263,15079,16067,5,19.99,
68264,48204,10362,8,120.0,0.05
68265,37815,10214,4,19.99,
68266,1,2111,5,-4.0,-0.2
68267,54969,5305,4,19.99,0.03
68268,29258,16035,4,-4.0,0
68269,5779,11953,6,25.4,0.03
68270,20606,494,3,-4.0,-0.2
68271,58987,7323,1,0,0.03
68272,41926,12214,0,5.0,0.15
68273,30584,13664,4,5.0,0.15
68274,45364,9066,8,25.4,1.2
68275,68112,1063,3,55.8,0.05
68276,57738,1590,10,12.75,0.03
68277,51258,583,6,5.0,1.2
68278,7811,12494,10,0,1.2
68279,23170,7402,3,0,0.1
68280,59285,6044,3,55.8,0.1
68281,11704,7770,3,55.8,1.2
68282,17525,5358,3,-4.0,0.1
68283,31830,6836,3,12.75,0.05
68284,15191,1235,10,8.5,0.1
68285,10198,143,1,-4.0,0.15
68286,53500,7857,5,-4.0,
68287,36651,6158,3,55.8,0.05
68288,11066,2607,1,-4.0,-0.2
68289,25380,8988,3,120.0,0.1
68290,47043,902,-1,55.8,0.15
68291,36261,1155,10,19.99,0.1
68292,63994,14141,3,-4.0,0.03
68293,41376,11854,0,25.4,0.1
68294,23672,3355,4,5.0,
68295,37812,8451,10,-4.0,0.1
68296,37235,13139,0,19.99,1.2
68297,14394,10348,-1,12.75,-0.2
68298,13655,4944,6,8.5,1.2
68299,33380,12602,8,-4.0,0
68300,32018,8802,4,25.4,0.03
68301,59131,1501,6,120.0,0
68302,44695,5641,4,19.99,1.2
68303,25039,4344,4,19.99,1.2
68304,23700,11497,1,12.75,
68305,20975,11652,4,-4.0,-0.2
68306,49530,8496,5,19.99,0.1
68307,21490,15944,4,-4.0,0.03
68308,91,4603,8,12.75,0.1
68309,605,9228,10,-4.0,
68310,35317,10156,6,19.99,0.1
68311,37873,1633,4,55.8,0.15
68312,9373,12428,4,12.75,1.2
68313,5258,14954,1,55.8,0
68314,10125,2130,2,5.0,0.15
68315,3349,14331,10,0,0.1
68316,31412,3653,10,25.4,1.2
68317,69533,4552,4,12.75,-0.2
68318,20384,3330,5,25.4,0.1
68319,16175,1062,-1,55.8,0.1
68320,43806,3884,2,0,0.03
68321,41691,5490,4,120.0,0.1
68322,46457,9708,5,-4.0,0.05
68323,17445,3944,0,55.8,
68324,66461,3296,8,0,0.15
68325,pedido_x,5902,0,120.0,0.05
68326,51511,10912,1,55.8,0.1
68327,24340,6988,10,19.99,0.15
68328,3240,14898,8,5.0,0.1
68329,3916,9999,4,-4.0,0.15
68330,15783,14064,3,0,0.15
68331,24434,9826,6,-4.0,-0.2
68332,26784,14323,-1,0,0.03
68333,61921,5920,2,8.5,0.05
68334,14253,3234,5,-4.0,0.1
68335,15636,554,3,120.0,
68336,47236,6707,-1,55.8,0.1
68337,2570,5367,-1,12.75,0.15
68338,6231,5006,5,120.0,
68339,25762,7874,5,25.4,1.2
68340,29334,2150,4,25.4,1.2
68341,12332,10449,-1,8.5,1.2
68342,50598,8275,-1,120.0,0.15
68343,29657,11066,-1,5.0,0.1
68344,27566,1189,-1,25.4,0.03
68345,42131,13291,4,25.4,
68346,59652,16080,3,120.0,0
68347,5774,12918,3,25.4,0.1
68348,16080,2143,-1,0,0.05
68349,25508,5928,5,12.75,0.1
68350,7023,5399,0,19.99,0.05
68351,70908,3386,3,25.4,0.05
68352,10935,13251,3,19.99,-0.2
68353,34579,11133,3,0,1.2
68354,46286,8333,4,55.8,0.03
68355,60897,4074,-1,0,
68356,7401,10082,0,0,0.03
68357,29861,6940,2,8.5,0.1
68358,64733,3978,2,-4.0,0.05
68359,17134,1216,10,5.0,
68360,3893,10544,5,25.4,0.15
68361,5107,14190,8,120.0,0.1
68362,51062,4263,10,12.75,0.1
68363,52134,5768,2,19.99,-0.2
68364,17716,13976,3,5.0,0.05
68365,7556,6642,0,25.4,0.05
68366,34839,12121,10,0,0.05
68367,10303,7832,5,19.99,
68368,34420,6124,3,8.5,0
68369,31002,15959,3,0,1.2
68370,44278,13145,3,5.0,0.15
68371,26078,14622,6,5.0,
68372,23547,8304,6,-4.0,1.2
68373,24386,15587,6,-4.0,0.03
68374,56248,4454,0,55.8,0.15
68375,17324,15731,-1,8.5,
68376,42025,prod_x,10,8.5,1.2
68377,53731,14811,2,5.0,-0.2
68378,65070,13258,6,8.5,0.1
68379,33320,7038,5,19.99,0.05
68380,70939,828,-1,5.0,
68381,32406,14128,-1,120.0,0.15
68382,10359,6481,1,120.0,0.1
68383,39806,8565,1,8.5,0.03
68384,32682,4471,6,5.0,0.03
68385,12043,3667,4,12.75,0
68386,22100,15228,2,0,0.15
68387,31968,9422,1,12.75,0.15
68388,72801,12631,2,5.0,0.15
68389,21356,2951,5,8.5,0.05
68390,3738,4211,5,19.99,0.03
68391,72682,9545,1,120.0,0.1
68392,40559,870,2,25.4,0.1
68393,64509,1568,2,5.0,0
68394,52637,1178,8,19.99,
68395,69909,7719,4,-4.0,0
68396,25245,5018,4,19.99,0.05
68397,13918,16115,1,55.8,0.05
68398,2701,8228,5,8.5,0
68399,49684,13863,1,120.0,
68400,47465,13588,-1,8.5,-0.2
68401,23340,9553,0,5.0,0
68402,42365,1451,3,55.8,0.1
68403,33975,8029,5,0,-0.2
68404,66385,509,6,8.5,0.15
68405,21755,12862,1,25.4,0
68406,39958,14951,-1,19.99,0.15
68407,4562,13239,1,8.5,0.05
68408,18329,13249,3,-4.0,
68409,54924,12272,6,55.8,0.15
68410,33977,12374,3,5.0,0
68411,42381,1464,0,19.99,0
68412,39967,5378,5,120.0,0.1
68413,30606,3059,6,0,
68414,44970,15384,3,55.8,
68415,49566,12953,4,5.0,0.05
68416,53044,10167,8,120.0,0.03
68417,49858,11996,3,25.4,0.05
68418,14233,10386,0,-4.0,
68419,29435,3628,2,0,0.1
68420,66551,3752,3,8.5,0.1
68421,39720,14173,-1,120.0,
68422,43059,9865,8,19.99,0
68423,10514,9234,-1,12.75,0.15
68424,6807,2192,-1,0,0.15
68425,37216,10535,4,12.75,0.03
68426,15931,2781,4,120.0,
68427,7745,6825,1,0,0
68428,42142,921,0,5.0,0.05
68429,59085,12066,3,12.75,0.15
68430,5164,11339,8,55.8,0
68431,41691,14809,3,-4.0,0.03
68432,4580,15720,5,8.5,1.2
68433,38619,14566,8,8.5,
68434,15158,4272,2,5.0,0
68435,1855,11546,5,120.0,0
68436,66253,6577,0,0,0.03
68437,27742,4697,8,12.75,0.15
68438,15971,3646,2,55.8,0.05
68439,23745,15683,5,25.4,0
68440,24357,4314,10,120.0,-0.2
68441,16239,7972,8,5.0,0.15
68442,18240,1060,-1,0,0.03
68443,19545,15935,10,-4.0,
68444,50187,12911,6,-4.0,0.15
68445,572,15226,6,5.0,0.15
68446,15056,14066,1,5.0,
68447,7315,5980,6,25.4,0.03
68448,55878,11301,10,120.0,0.05
68449,19678,9644,10,12.75,-0.2
68450,44244,1001,6,19.99,0.1
68451,22789,11473,5,19.99,0.15
68452,45101,16152,1,55.8,1.2
68453,63786,8446,6,25.4,0
68454,37709,663,5,120.0,0.03
68455,68428,10438,10,19.99,0.1
68456,25072,15196,1,19.99,1.2
D68457,14073,14755,6,0,0.1
68458,13801,4572,6,12.75,0
68459,54686,12936,4,5.0,-0.2
68460,71848,2096,1,0,1.2
68461,29942,12797,1,0,1.2
68462,1854,14,4,-4.0,
68463,63911,5790,3,120.0,0.05
68464,39423,11263,8,5.0,1.2
68465,18525,11608,1,55.8,
68466,24365,5548,5,12.75,0
68467,9162,5886,6,0,-0.2
68468,53300,13658,6,0,0.15
68469,47655,15870,3,19.99,
68470,4381,9751,6,120.0,0.1
68471,69162,12157,3,19.99,0.03
68472,32862,7152,2,8.5,0.15
68473,56709,3103,1,25.4,0.15
68474,42572,12813,5,120.0,0.1
68475,35126,9972,10,55.8,0.1
68476,14317,15260,4,120.0,
68477,58907,7344,10,120.0,0.03
68478,65785,12412,4,12.75,0.1
68479,67585,6778,4,8.5,0.03
68480,48159,9665,-1,-4.0,
68481,67818,1030,10,25.4,0.03
68482,28302,9467,2,5.0,0.05
68483,66263,380,-1,-4.0,0
68484,44002,7726,2,55.8,0
68485,64276,7935,2,8.5,0.15
68486,43384,12056,2,8.5,
68487,38837,6457,4,0,-0.2
68488,56027,6239,8,25.4,0.15
68489,44270,933,3,8.5,0.03
68490,31588,7788,2,120.0,1.2
68491,69700,1052,5,-4.0,0
68492,68329,14382,2,25.4,0.15
68493,19235,5319,8,25.4,0
68494,12949,4580,10,120.0,1.2
68495,28747,6579,1,-4.0,
68496,59791,3861,3,120.0,0.1
68497,2452,4828,-1,120.0,0.1
68498,42939,12052,4,120.0,0.1
68499,51536,3576,0,19.99,0.1
68500,14665,7457,5,0,
68501,59842,5033,1,55.8,0
68502,28036,15870,8,55.8,0.05
68503,37976,3324,2,8.5,0.03
68504,29436,94,1,120.0,0.1
68505,51092,8467,0,0,-0.2
68506,29025,9142,10,19.99,-0.2
68507,6104,7208,5,5.0,0.03
68508,15209,10164,10,19.99,0
68509,45625,10691,2,25.4,-0.2
68510,23732,10967,3,5.0,0.15
68511,21711,5172,-1,5.0,0.03
68512,65774,12376,-1,5.0,-0.2
68513,63465,1827,8,8.5,0.1
68514,36346,4780,8,19.99,0
68515,18835,4064,-1,-4.0,0.1
68516,33217,13893,3,8.5,0.1
68517,45284,914,5,120.0,
68518,17850,5063,2,19.99,-0.2
68519,19200,5579,4,5.0,0.15
68520,14207,4091,-1,5.0,-0.2
68521,5939,3825,8,0,-0.2
68522,12383,2279,5,5.0,0.1
68523,34797,8108,10,8.5,1.2
68524,64505,8772,8,19.99,0.15
68525,18832,6830,10,55.8,-0.2
68526,12984,15750,8,12.75,
68527,24283,1142,5,19.99,0.05
68528,23294,14167,0,0,0.1
68529,41211,13594,3,12.75,
68530,50088,10376,6,-4.0,0.15
68531,6304,2815,10,8.5,0.03
68532,67683,11847,3,0,0.03
68533,22390,16115,-1,25.4,1.2
68534,50484,12059,8,120.0,0.15
68535,47427,5295,3,12.75,0.1
68536,68473,6539,10,55.8,0.03
68537,59028,5133,0,5.0,0.15
68538,25790,68,5,19.99,1.2
68539,21938,7108,6,19.99,
68540,49707,88,3,5.0,0.05
68541,24163,1698,8,25.4,0.15
68542,6637,11162,3,55.8,0.03
68543,8684,13028,-1,8.5,0.15
68544,68559,4970,-1,55.8,0
68545,33751,13240,0,19.99,0
68546,42895,8433,2,120.0,0.03
68547,63911,2117,6,55.8,-0.2
68548,44826,13511,1,19.99,0
68549,38718,1943,3,25.4,1.2
68550,36663,10536,5,-4.0,1.2
68551,20372,8879,6,19.99,
68552,67159,3560,10,0,1.2
68553,49212,11631,-1,0,0
68554,51896,5523,5,120.0,0.03
68555,24561,11176,4,8.5,0
68556,67584,8016,2,0,
68557,38164,10517,10,5.0,1.2
68558,47882,7152,1,8.5,0.03
68559,5578,10524,3,-4.0,0.15
68560,68138,12661,4,5.0,
68561,37918,9067,6,55.8,0.1
68562,34172,3030,-1,5.0,0.1
68563,48786,9298,-1,55.8,
68564,66774,15712,3,8.5,0
68565,4400,4744,5,120.0,
68566,30626,10330,-1,120.0,0.05
68567,12728,3834,3,55.8,0.05
68568,38756,3968,8,-4.0,0.15
68569,39067,14577,8,0,0.05
68570,34630,15648,2,25.4,0.03
68571,69451,6236,8,12.75,1.2
68572,44132,11894,10,25.4,0.05
68573,45821,9838,2,8.5,-0.2
68574,30312,3318,-1,55.8,-0.2
68575,31900,10729,3,0,-0.2
68576,67541,8733,8,5.0,0
68577,44696,8930,5,19.99,0
68578,8327,2590,10,0,
68579,64301,8221,6,120.0,
68580,47015,4806,5,12.75,0.03
68581,4631,10515,1,8.5,0.03
68582,57661,8666,1,5.0,0.1
68583,29807,13070,8,55.8,0
68584,3882,10944,10,12.75,0
68585,44684,13326,1,0,1.2
68586,33316,2148,2,120.0,
68587,68016,10420,4,12.75,0.05
68588,623,3960,2,55.8,-0.2
68589,50078,13379,0,19.99,0.05
68590,14440,2296,10,55.8,1.2
68591,631,6896,5,12.75,1.2
68592,34169,14274,3,55.8,1.2
68593,46146,15507,6,-4.0,0.03
68594,21299,16165,5,8.5,0.15
68595,19475,7342,3,120.0,0
68596,33771,11195,2,19.99,0
68597,31438,9574,4,8.5,0.03
68598,29193,9148,6,55.8,
68599,44018,8046,8,-4.0,0.1
68600,19836,7299,0,12.75,0.03
68601,50263,12387,0,5.0,0.1
68602,55496,5344,4,120.0,
68603,61304,8711,-1,19.99,
68604,10232,7583,4,19.99,1.2
68605,58215,4633,4,0,0.15
68606,59713,5297,8,55.8,0.05
68607,22130,6554,8,120.0,-0.2
68608,68722,4756,6,120.0,0.05
68609,24963,14751,10,0,-0.2
68610,17004,15841,3,0,-0.2
68611,44273,11775,10,5.0,0.15
68612,56576,10047,0,19.99,0.15
68613,54694,5732,1,19.99,0.1
68614,33723,11964,3,-4.0,0.1
68615,25187,10521,6,12.75,0.03
68616,63482,12854,6,19.99,-0.2
68617,47364,7246,1,5.0,0.03
68618,55625,10027,2,12.75,0.03
68619,31319,6175,3,0,0
68620,65726,6983,0,120.0,1.2
68621,69428,14866,4,0,
68622,42259,1519,2,8.5,0.15
68623,29963,11550,1,19.99,-0.2
68624,29168,1701,1,19.99,-0.2
68625,1399,9961,3,0,-0.2
68626,25673,13931,10,0,
68627,47045,393,1,5.0,0.1
68628,71669,12200,-1,0,0.05
68629,54965,14064,1,12.75,-0.2
68630,60236,1835,6,19.99,0.05
68631,4578,7309,5,8.5,0.05
68632,6432,2776,2,5.0,-0.2
68633,4693,1948,2,19.99,0.15
68634,64281,1936,10,25.4,0.15
68635,70470,2962,4,0,0.03
68636,49665,9253,5,12.75,-0.2
68637,61075,11794,0,19.99,
68638,61414,8658,6,8.5,0.03
68639,45797,14823,8,8.5,
68640,51776,8054,8,-4.0,
68641,40234,9770,5,55.8,1.2
68642,51936,11981,3,0,0.03
68643,66232,6550,5,120.0,0.1
68644,71580,1272,3,-4.0,0.03
68645,2293,4216,1,0,0.05
68646,24810,2610,4,55.8,1.2
68647,59121,8098,10,0,0.05
68648,55706,11924,10,-4.0,0.15
68649,59321,5030,0,-4.0,1.2
68650,60689,3624,10,0,0
68651,28551,14110,8,12.75,
68652,69149,15368,8,120.0,0.03
68653,50225,6493,8,8.5,0.05
68654,10224,14136,4,-4.0,-0.2
68655,47398,14521,3,55.8,0
68656,55968,3205,2,8.5,-0.2
68657,28921,1607,-1,-4.0,
68658,50660,15659,-1,12.75,-0.2
68659,51289,4697,5,5.0,0
68660,39375,10658,10,55.8,0.15
68661,21960,10999,0,5.0,1.2
68662,33699,1776,1,25.4,0.1
68663,68822,10412,8,0,0.15
68664,60563,156,6,0,0.15
68665,37314,5955,-1,-4.0,
68666,28504,4128,10,12.75,0
68667,59096,4944,0,0,0.05
68668,19268,16013,10,25.4,0.03
68669,60623,6488,1,5.0,0.15
68670,7469,3811,5,8.5,0.05
68671,67758,13028,1,-4.0,0.05
68672,69433,5337,2,120.0,0.1
68673,10216,3818,-1,12.75,0.1
68674,38548,8443,4,120.0,
68675,55296,9977,3,120.0,0
68676,44796,2461,8,19.99,0
68677,71605,3594,3,5.0,0.03
68678,54592,8724,4,8.5,0.1
68679,59501,12878,3,55.8,
68680,52759,9810,3,19.99,1.2
68681,24377,3426,1,8.5,0.03
68682,38480,5649,8,12.75,
68683,60726,3835,8,0,0.15
68684,38500,10930,3,5.0,0.03
68685,32326,4900,10,5.0,0.05
68686,5002,3832,4,55.8,0.1
68687,61849,11474,10,120.0,0.05
68688,67408,10192,3,8.5,0.15
68689,24950,7048,-1,12.75,
68690,11792,8759,4,19.99,-0.2
68691,23667,6531,5,8.5,0
68692,27130,7896,4,19.99,
68693,45037,7959,1,120.0,0.15
68694,36772,8525,-1,0,
68695,65120,7984,1,25.4,0.1
68696,34943,6506,0,25.4,
68697,42309,762,4,8.5,0.15
68698,45204,15331,5,5.0,0.03
68699,64315,7286,6,25.4,0.15
68700,10152,4974,2,19.99,0.03
68701,54758,14651,2,55.8,
68702,12171,12372,3,120.0,
68703,44154,12152,0,25.4,0
68704,15998,14687,2,25.4,0.15
68705,16909,14251,0,0,0.1
68706,62973,5444,3,12.75,0
68707,23368,6415,0,-4.0,
68708,37021,8708,10,12.75,-0.2
68709,57530,15153,3,5.0,0.1
68710,34853,4853,2,19.99,0.1
68711,55762,12645,3,25.4,0.03
68712,64073,10011,-1,120.0,0.05
68713,70472,262,4,8.5,0.1
68714,33626,13958,5,8.5,0
68715,67467,3418,3,19.99,0.05
68716,13892,3812,3,-4.0,1.2
68717,45234,8275,2,25.4,1.2
68718,63299,268,6,55.8,0
68719,65,9228,10,-4.0,0.1
68720,10040,1483,5,8.5,-0.2
68721,48038,11005,2,-4.0,-0.2
68722,23167,11775,10,12.75,0.03
68723,16122,14650,1,25.4,0.05
68724,38653,3011,3,55.8,-0.2
68725,70739,3755,6,55.8,0.1
68726,13097,2085,2,55.8,0.15
68727,61804,1530,0,120.0,0.05
68728,23343,5665,0,55.8,0.05
68729,60040,12222,5,8.5,-0.2
68730,7302,10078,2,8.5,-0.2
68731,6813,8520,-1,19.99,0
68732,61526,8431,8,19.99,1.2
68733,59545,8816,4,19.99,0.05
68734,8283,7866,5,120.0,0
68735,24945,6257,6,19.99,
68736,34563,7362,5,-4.0,0.05
68737,54674,2771,-1,12.75,0
68738,57439,9616,3,55.8,0.15
68739,71301,14280,4,12.75,0.05
68740,48216,8858,3,25.4,
68741,38437,864,8,8.5,0.1
68742,40066,11653,8,-4.0,0.05
68743,6379,13465,-1,0,-0.2
68744,34463,7350,5,8.5,0
68745,44531,2826,8,120.0,-0.2
68746,8763,4051,4,0,-0.2
68747,39145,978,-1,25.4,0.05
68748,18956,10286,4,0,0.15
68749,32666,10762,-1,120.0,1.2
68750,22624,2000,10,25.4,0
68751,47695,12729,10,5.0,0.15
68752,38350,875,2,25.4,
68753,51455,2795,6,19.99,0.03
68754,37422,3191,10,12.75,0.05
68755,52699,710,3,55.8,
68756,62304,7264,1,5.0,0.03
68757,32290,7633,3,55.8,
68758,7560,11295,6,12.75,-0.2
68759,13054,6809,4,25.4,-0.2
68760,45327,10754,5,120.0,
68761,65644,7219,0,8.5,0.05
68762,9328,2443,-1,120.0,-0.2
68763,66170,4451,10,8.5,0.03
68764,15580,3177,2,5.0,0
68765,21492,3754,10,-4.0,1.2
68766,17533,5206,6,12.75,0.05
68767,6234,8089,8,55.8,
68768,17192,15743,-1,12.75,0.15
68769,68341,6269,0,-4.0,0.1
68770,34544,5493,10,19.99,1.2
68771,30263,3140,-1,19.99,0.05
68772,15196,506,10,55.8,-0.2
68773,4054,16176,3,8.5,0.1
68774,47452,9026,2,5.0,0.1
68775,42962,10417,0,19.99,1.2
68776,3907,13698,0,12.75,0.15
68777,46459,8097,5,25.4,-0.2
68778,55382,10510,6,19.99,0.03
68779,60216,11039,8,120.0,
68780,50390,14103,-1,5.0,0
68781,71873,11421,0,-4.0,0.03
68782,21344,10714,6,8.5,0.1
68783,15061,3475,6,120.0,0.05
68784,24864,4530,5,19.99,0.03
68785,61192,6000,8,-4.0,0.15
68786,1585,9457,1,0,0
68787,60448,8027,5,12.75,0
68788,63332,10425,10,12.75,0
68789,58953,5160,-1,25.4,0.03
68790,35451,8629,-1,120.0,
68791,28670,14005,10,19.99,-0.2
68792,3139,14158,5,8.5,0.05
68793,33922,12604,-1,0,0.05
68794,70256,15477,0,55.8,0
68795,50588,251,8,5.0,
68796,60101,5113,-1,120.0,0
68797,57187,15335,5,12.75,0.1
68798,14579,12553,2,19.99,
68799,57313,614,2,55.8,0.05
68800,22871,4720,5,55.8,0.05
68801,24954,9105,8,12.75,
68802,46891,2842,1,5.0,0.15
68803,25371,3273,5,12.75,0
68804,55909,3182,5,8.5,0.05
68805,32564,1875,10,-4.0,0.05
68806,20159,10315,-1,12.75,0.03
68807,4502,10642,8,55.8,0.15
68808,49785,11812,3,55.8,0.15
68809,48277,846,3,55.8,0.03
68810,3624,14669,5,0,-0.2
68811,20197,880,5,19.99,0.15
68812,49817,10816,-1,8.5,0.15
68813,29553,14470,4,5.0,
68814,22476,10957,-1,-4.0,-0.2
68815,46610,14434,5,5.0,1.2
68816,10929,9680,4,120.0,1.2
68817,64679,8406,3,8.5,-0.2
68818,30750,1213,0,55.8,0.05
68819,29929,3782,6,0,1.2
68820,13250,12193,5,19.99,1.2
68821,65270,2830,0,19.99,0.05
68822,52651,13816,8,120.0,0
68823,1839,2911,2,8.5,0.03
68824,53823,8131,6,-4.0,-0.2
68825,60996,1167,2,19.99,1.2
68826,2715,8581,3,120.0,0.05
68827,47830,15310,2,19.99,0.05
68828,54299,5844,0,55.8,0
68829,49232,14918,2,55.8,1.2
68830,49295,13909,2,0,0.05
68831,12849,11453,-1,55.8,0.1
68832,16904,12985,4,120.0,0.03
68833,22249,10512,4,19.99,1.2
68834,62386,3300,1,55.8,0.03
68835,72021,14577,10,19.99,0.03
68836,5539,11540,6,25.4,0.1
68837,37563,12320,8,55.8,-0.2
68838,54409,2210,0,-4.0,0.05
68839,36875,2538,0,12.75,0.03
68840,56579,4673,0,-4.0,0.1
68841,57796,12107,0,8.5,0.1
68842,47929,5770,0,5.0,0
68843,2131,153,1,5.0,0.03
68844,66999,6041,6,120.0,1.2
68845,35841,5392,5,5.0,
68846,39107,6590,8,12.75,0.03
68847,5987,3855,3,0,0.1
68848,51923,12250,8,120.0,
68849,28993,228,4,0,1.2
68850,36465,15721,8,120.0,1.2
68851,42577,16096,2,55.8,
68852,12319,12383,10,5.0,-0.2
68853,64014,4262,6,-4.0,0.15
68854,9899,879,6,-4.0,0.05
68855,12488,3718,4,8.5,
68856,5134,4689,4,120.0,-0.2
68857,2933,4527,4,25.4,0
68858,23948,10695,-1,-4.0,0
68859,33860,12916,-1,8.5,0.1
68860,54481,14380,2,8.5,0.1
68861,9389,412,2,5.0,1.2
68862,66486,14244,6,0,0.15
68863,66570,15699,1,5.0,-0.2
68864,55613,3748,-1,25.4,1.2
68865,15776,11981,3,-4.0,0.05
68866,50310,9235,5,8.5,0.15
68867,17,11561,8,-4.0,0.05
68868,51015,4299,3,5.0,0
68869,20032,5560,2,120.0,0.03
68870,45329,3138,8,8.5,1.2
68871,52925,6776,1,8.5,
68872,41044,2842,8,120.0,
68873,13319,15313,6,12.75,0.1
68874,54164,6201,-1,19.99,-0.2
68875,68328,10787,10,8.5,0.15
68876,20383,1668,0,0,1.2
68877,65731,3704,8,12.75,
68878,65975,9691,3,19.99,0.05
68879,64695,6396,1,55.8,1.2
68880,11488,5228,0,55.8,0.05
68881,49811,3672,2,-4.0,
68882,67820,14351,2,8.5,0
68883,27599,6585,3,12.75,
68884,26327,9850,2,5.0,0
68885,23884,15964,3,120.0,-0.2
68886,63941,4420,5,12.75,0.03
68887,42329,11859,2,0,-0.2
68888,37708,15945,-1,8.5,0.03
68889,69256,1862,1,25.4,0.15
68890,17141,8439,3,-4.0,0.15
68891,60794,14109,10,5.0,0.03
68892,24913,14614,8,12.75,
68893,6933,1539,6,-4.0,0.03
68894,32096,7072,8,-4.0,1.2
68895,65875,8521,8,55.8,0.03
68896,18422,5669,8,55.8,0.05
68897,17455,9704,8,25.4,0.1
68898,5516,14133,4,0,0.05
68899,22231,3089,1,12.75,-0.2
68900,18526,1806,-1,55.8,-0.2
68901,36361,3493,4,25.4,0.15
68902,39994,4854,-1,0,0.05
68903,1610,13152,1,25.4,0
68904,698,5493,1,0,0.15
68905,20877,9782,1,120.0,0.15
68906,23337,9633,2,8.5,-0.2
68907,18449,11742,6,12.75,
68908,35810,2925,5,55.8,0.05
68909,27849,1231,10,120.0,1.2
68910,43727,1616,3,25.4,
68911,18407,16004,4,0,-0.2
68912,6531,13134,8,8.5,0.03
68913,63353,6370,10,19.99,0.03
68914,69424,2612,8,120.0,0.1
68915,7108,12506,0,25.4,0.1
68916,32989,4821,10,0,0.03
68917,54100,7600,10,8.5,
68918,19321,5425,8,-4.0,0.03
68919,40432,796,10,8.5,0.15
68920,50725,1080,4,5.0,-0.2
68921,15815,3427,4,19.99,0.03
68922,5759,16064,6,55.8,0.1
68923,4947,15013,4,0,0.03
68924,38439,1128,-1,5.0,
68925,18068,9223,6,5.0,0.03
68926,70294,7479,10,19.99,1.2
68927,33571,15990,2,5.0,0.15
68928,42801,7552,8,-4.0,0
68929,33206,10370,8,55.8,
68930,46420,7568,2,55.8,
68931,11717,12205,4,0,0
68932,55519,4428,0,55.8,0
68933,23327,8489,-1,5.0,0.1
68934,51394,6234,0,-4.0,0.1
68935,5844,15993,8,12.75,0.03
68936,14316,12848,4,120.0,1.2
68937,63297,5079,4,5.0,
68938,11109,6292,3,5.0,
68939,34161,3387,3,8.5,0.05
68940,12660,10055,5,-4.0,0.03
68941,35639,7927,4,8.5,0.05
68942,43818,9984,8,25.4,1.2
68943,62615,1595,10,8.5,0.15
68944,924,1692,8,55.8,0.03
68945,67468,13902,-1,-4.0,0.1
68946,68239,3533,8,25.4,0.05
68947,71585,8563,6,25.4,0.1
68948,30180,8891,-1,19.99,0.05
68949,17441,7840,2,25.4,1.2
68950,20188,66,-1,19.99,0.1
68951,51411,2239,2,25.4,1.2
68952,15758,3930,3,8.5,0
68953,49759,14799,5,0,0.05
68954,43890,1165,10,25.4,
68955,12525,4899,10,5.0,0.03
68956,40914,4447,6,-4.0,-0.2
68957,66705,3402,-1,8.5,0.05
68958,22576,6003,-1,120.0,0.05
