id_pedido,id_cliente,fecha,canal,estado,ciudad_entrega
3438,1787,2025-04-03,CallCenter,,SAN SALVADOR
3439,5213,2025-06-12,Tienda,,Usulutan
3440,2349,2025-08-29,Web,Completado,santa ana
3441,11754,2025-03-10,,,san salvador
3442,3833,2025-12-24,WEB,Anulado,Morazan
3443,11305,2025-09-29,WEB,Cerrado,san salvador
3444,533,2025-06-08,tienda,Facturado,La Libertad
3445,13448,2025-01-08,Tienda,Pendiente,Chalatenango
3446,3057,2025-07-17,CallCenter,Pendiente,La Libertad
3447,8626,2025-11-06,Marketplace,Completado,Morazan
3448,12991,2025-09-30,CallCenter,,SAN SALVADOR
3449,1364,2025-03-30,Marketplace,,Santa Ana
3450,4299,2025-02-02,Marketplace,Facturado,santa ana
3451,3103,2025-04-12,WEB,Completado,La Paz
3452,10835,2025-03-07,tienda,completado,
3453,11387,2025-01-08,CallCenter,completado,SAN SALVADOR
3454,7271,2025-04-03,,Completado,san salvador
3455,2647,2025-12-29,tienda,Completado,Usulutan
3456,11672,2025-09-16,Marketplace,Cerrado,San Salvador
3457,9609,2025-10-09,Tienda,Anulado,La Paz
3458,11015,2025-11-27,Marketplace,Cerrado,Sonsonate
3459,13036,2025-02-27,WEB,,San Salvador
3460,5764,2025-12-11,Marketplace,Facturado,San Salvador
3461,7747,2025-09-24,Marketplace,Facturado,La Libertad
3462,11457,2025-03-31,,Anulado,
3463,10469,2025-02-15,,completado,La Union
3464,7531,2025-11-01,tienda,Anulado,La Union
3465,8822,2025-07-17,,Facturado,La Union
3466,3260,2025-08-23,WEB,Pendiente,
3467,2127,2025-04-02,WEB,,Chalatenango
3468,10277,2025-03-28,,Completado,Santa Ana
3469,11268,2025-01-07,Web,Facturado,san salvador
3470,410,2025-06-08,Tienda,Anulado,San Salvador
3471,9365,2025-08-06,tienda,Pendiente,Morazan
3472,578,2025-02-08,Tienda,Completado,San Salvador
3473,2345,2025-03-06,WEB,Completado,Sonsonate
3474,4307,2025-07-12,Tienda,Completado,La Union
3475,4416,2025-07-30,WEB,Cerrado,La Union
3476,3061,2025-07-02,tienda,Pendiente,san salvador
3477,8689,2025-01-19,,Anulado,SAN SALVADOR
3478,6338,2025-07-19,Marketplace,,San Vicente
3479,4976,2025-07-28,,Completado,Morazan
3480,12029,2025-09-07,,completado,La Libertad
3481,6225,2025-08-01,tienda,Completado,san salvador
3482,2220,2025-01-11,tienda,Facturado,Santa Ana
3483,9924,2025-04-19,Marketplace,Anulado,SAN SALVADOR
3484,9968,2025-03-09,,,Cuscatlan
3485,9870,2025-05-25,Web,Anulado,santa ana
3486,8072,2025-05-14,Marketplace,Pendiente,San Miguel
3487,1905,2025-10-31,Marketplace,Anulado,San Vicente
3488,11456,2025-04-25,WEB,Completado,Sonsonate
3489,1894,2025-11-30,CallCenter,Anulado,SAN SALVADOR
3490,448,2025-03-12,Tienda,completado,San Salvador
3491,5704,2025-06-11,CallCenter,Completado,La Paz
3492,2932,2025-04-04,,,Morazan
3493,8939,2025-09-23,WEB,Anulado,La Libertad
3494,5897,2025-06-02,WEB,Cerrado,
3495,8722,2025-09-20,tienda,Pendiente,Chalatenango
3496,9691,2025-01-22,WEB,completado,San Salvador
3497,654,2025-11-14,,completado,La Union
3498,838,2025-06-08,,Anulado,santa ana
3499,4912,2025-05-10,WEB,Pendiente,Chalatenango
3500,7724,10/01/2025,WEB,completado,santa ana
3501,cliente_x,2025-07-08,WEB,Anulado,san salvador
3502,12228,2025-08-16,WEB,Anulado,Chalatenango
3503,12566,2025-11-06,Web,Pendiente,La Libertad
3504,12179,2025-11-03,WEB,Anulado,La Paz
3505,6021,2025-09-15,Web,,San Vicente
3506,4138,2025-10-23,WEB,Completado,Santa Ana
3507,3658,2025-03-28,CallCenter,Completado,
3508,12595,2025-11-03,Marketplace,Anulado,Usulutan
3509,11786,2025-12-07,,Completado,Morazan
3510,3449,2025-11-28,Marketplace,Anulado,
3511,10625,2025-07-18,tienda,Pendiente,La Libertad
3512,9498,2025-03-04,CallCenter,Anulado,Chalatenango
3513,1439,2025-10-08,Tienda,Completado,La Paz
3514,3543,2025-07-07,Marketplace,Facturado,Chalatenango
3515,6460,2025-08-01,Web,Completado,SAN SALVADOR
3516,1571,2025-07-10,tienda,,san salvador
3517,2555,2025-06-30,WEB,Completado,Usulutan
3518,10440,2025-04-23,Marketplace,Anulado,La Paz
3519,11442,2025-03-10,CallCenter,Pendiente,La Libertad
3520,6790,2025-07-20,tienda,completado,San Miguel
3521,5504,2025-05-29,Marketplace,Completado,La Union
3522,1720,2025-05-31,Tienda,,SAN SALVADOR
3523,12976,2025-11-05,CallCenter,Facturado,Morazan
3524,4486,2025-10-06,Tienda,Pendiente,San Miguel
3525,12292,2025-01-31,Web,Pendiente,san salvador
3526,12995,2025-07-28,,completado,Morazan
3527,8650,2025-12-12,WEB,Pendiente,La Paz
3528,841,2025-01-19,Marketplace,Pendiente,Chalatenango
3529,9883,2025-08-07,CallCenter,Cerrado,Cuscatlan
3530,10692,2025-06-26,tienda,Cerrado,La Union
3531,9761,2025-05-07,Marketplace,Completado,san salvador
3532,848,2025-04-19,WEB,Cerrado,
3533,4203,2025-11-23,Marketplace,Facturado,San Salvador
3534,7019,2025-03-08,tienda,Pendiente,San Miguel
3535,1481,2025-08-09,tienda,completado,Morazan
3536,13,2025-11-10,Marketplace,completado,santa ana
3537,1323,2025-03-20,CallCenter,Facturado,Usulutan
3538,926,2025-11-02,WEB,Pendiente,Chalatenango
3539,2640,2025-08-09,Tienda,Completado,san salvador
3540,5390,2025-08-02,,Cerrado,Santa Ana
3541,12615,2025-03-21,Marketplace,Facturado,Usulutan
3542,13176,2025-09-03,,Completado,Sonsonate
3543,4019,2025-01-06,tienda,Facturado,SAN SALVADOR
3544,6824,2025-04-28,Web,Cerrado,Cuscatlan
3545,1264,2025-05-30,Web,completado,Chalatenango
3546,1113,2025-09-17,tienda,completado,Santa Ana
3547,12707,2025-11-17,Tienda,completado,San Salvador
3548,2070,2025-07-06,Tienda,completado,santa ana
3549,4820,2025-03-22,Marketplace,Pendiente,La Paz
3550,798,2025-09-13,Web,Completado,La Paz
3551,8242,2025-09-06,tienda,,Cuscatlan
3552,1220,2025-12-12,Web,Facturado,San Vicente
3553,5197,2025-11-14,Web,Pendiente,
3554,3031,2025-02-18,CallCenter,Facturado,San Miguel
3555,1320,2025-04-14,CallCenter,Pendiente,San Vicente
3556,1332,2025-03-06,Tienda,Facturado,La Libertad
3557,10946,2025-06-01,tienda,,San Vicente
3558,12759,2025-08-25,,,La Libertad
3559,11845,2025-02-11,CallCenter,Completado,SAN SALVADOR
3560,12061,2025-05-05,Web,,San Vicente
3561,6253,2025-12-19,,Pendiente,san salvador
3562,10970,2025-07-31,tienda,Anulado,La Union
3563,7898,2025-05-06,tienda,Cerrado,
3564,8487,2025-07-07,CallCenter,,Ahuachapan
3565,2458,2025-03-22,CallCenter,completado,La Paz
3566,6448,2025-05-13,tienda,Cerrado,
3567,634,2025-11-30,CallCenter,Pendiente,Cuscatlan
3568,3268,2025-11-30,Tienda,,
3569,6411,2025-09-22,CallCenter,completado,La Libertad
3570,11860,2025-05-05,CallCenter,Cerrado,Cuscatlan
3571,8061,2025-02-10,,Cerrado,Cuscatlan
3572,2740,2025-12-26,CallCenter,Facturado,santa ana
3573,6599,2025-05-02,CallCenter,Pendiente,San Salvador
3574,2624,2025-10-16,Tienda,Completado,santa ana
3575,3713,2025-12-29,CallCenter,Pendiente,Morazan
3576,4264,2025-06-15,Tienda,Pendiente,Ahuachapan
3577,3170,2025-01-06,Tienda,Facturado,Chalatenango
3578,5189,2025-12-07,Web,completado,San Miguel
3579,10880,2025-10-18,WEB,Facturado,Morazan
3580,1079,2025-10-27,CallCenter,Anulado,Morazan
3581,4136,2025-06-20,Marketplace,Pendiente,Cuscatlan
3582,3194,2025-12-22,Marketplace,Facturado,San Miguel
3583,3800,2025-07-23,Web,Pendiente,Chalatenango
3584,11883,2025-06-26,Web,Pendiente,Ahuachapan
3585,12951,2025-02-26,Web,,La Paz
3586,5983,2025-03-15,CallCenter,Pendiente,Cuscatlan
3587,5751,2025-03-31,CallCenter,Cerrado,La Paz
3588,6061,2025-12-10,,Facturado,
3589,11156,2025-06-07,CallCenter,completado,San Vicente
3590,2841,2025-12-30,Web,Facturado,San Miguel
3591,12938,2025-07-22,,Cerrado,Usulutan
3592,1972,2025-06-13,Web,Pendiente,La Libertad
3593,13380,2025-11-21,Marketplace,,San Vicente
3594,3486,2025-01-12,Marketplace,Facturado,La Union
3595,8894,2025-07-17,,Completado,San Vicente
3596,2995,2025-04-06,Tienda,Pendiente,Santa Ana
3597,6029,2025-05-12,Web,completado,Ahuachapan
3598,13388,ayer,Marketplace,Pendiente,Morazan
3599,7111,2025-05-11,Marketplace,Pendiente,La Union
3600,3037,2025-05-18,Tienda,Completado,Santa Ana
3600,3037,2025-05-18,Tienda,Completado,Santa Ana
3601,5527,2025-03-11,CallCenter,Facturado,santa ana
3602,4834,2025-12-24,Tienda,Pendiente,San Miguel
3603,12310,2025-11-05,,Anulado,La Libertad
3604,6583,2025-12-06,tienda,completado,La Paz
3605,4343,2025-05-07,Web,Facturado,Usulutan
3606,12813,2025-04-12,Tienda,Cerrado,Santa Ana
3607,4975,2025-03-01,,,
3608,11130,2025-02-20,Tienda,,Chalatenango
3609,5959,2025-09-10,CallCenter,Pendiente,Ahuachapan
3610,12757,2025-09-14,CallCenter,Anulado,La Paz
3611,12571,2025-02-14,CallCenter,completado,Morazan
PED3612,1562,2025-03-02,Marketplace,,La Union
3613,8728,2025-08-26,CallCenter,Facturado,
3614,1770,2025-09-03,,Pendiente,
3615,1506,2025-02-02,Web,Facturado,La Libertad
3616,10844,2025-11-14,Tienda,completado,SAN SALVADOR
3617,8520,2025-06-08,tienda,Completado,
3618,6815,2025-03-10,tienda,Facturado,San Salvador
3619,6581,2025-10-04,Tienda,completado,San Miguel
3620,5059,2025-01-20,tienda,Pendiente,Sonsonate
3621,2037,2025-05-28,Marketplace,Cerrado,La Libertad
3622,3352,2025-08-11,tienda,Facturado,Ahuachapan
3623,5917,2025-03-16,CallCenter,,santa ana
3624,5837,2025-07-27,,Pendiente,La Union
3625,6387,2025-10-18,WEB,Pendiente,santa ana
3626,11706,2025-08-13,WEB,completado,SAN SALVADOR
3627,9637,2025-07-25,Marketplace,completado,
3628,10882,2025-04-12,Tienda,Facturado,san salvador
3629,2470,2025-09-15,CallCenter,Cerrado,santa ana
3630,10438,2025-04-16,WEB,Anulado,La Paz
3631,1294,2025-01-16,WEB,,La Union
3632,5044,2025-12-06,Tienda,completado,San Vicente
3633,1070,2025-07-17,CallCenter,Anulado,Cuscatlan
3634,7769,2025-04-21,Web,completado,San Vicente
3635,8218,2025-01-20,Marketplace,Completado,
3636,9379,2025-04-08,Web,Pendiente,San Vicente
3637,7696,2025-10-29,WEB,Facturado,Morazan
3638,8086,2025-07-23,Web,Facturado,San Miguel
3639,8044,2025-12-09,CallCenter,,Morazan
3640,12782,10/01/2025,CallCenter,,Sonsonate
3641,3740,2025-08-10,,Facturado,La Paz
3642,11090,2025-07-20,Marketplace,Completado,Chalatenango
3643,10859,2025-12-07,tienda,Completado,Chalatenango
3644,10551,2025-03-29,,,Ahuachapan
3645,959,2025-12-21,Web,Pendiente,SAN SALVADOR
3646,6405,2025-03-25,,completado,Usulutan
3647,8422,2025-09-22,CallCenter,Anulado,La Paz
3648,1337,2025-01-29,WEB,Cerrado,Ahuachapan
3649,9833,2025-10-22,CallCenter,Completado,Usulutan
3650,2104,2025-02-08,Tienda,Pendiente,santa ana
3651,3805,2025-02-04,CallCenter,,Morazan
3652,5074,2025-12-06,Web,Cerrado,san salvador
3653,10002,2025-01-04,,Pendiente,Santa Ana
3654,4993,2025-10-14,,Completado,
3655,585,2025-10-21,Tienda,Pendiente,San Salvador
3656,3784,2025-08-09,tienda,Anulado,Sonsonate
3657,3527,2025-12-04,WEB,Pendiente,Usulutan
3658,4472,2025-06-03,WEB,Anulado,La Paz
3659,4407,2025-10-24,WEB,Anulado,San Vicente
3660,1259,2025-11-12,Marketplace,Facturado,
3661,11189,2025-04-14,Marketplace,Anulado,
3662,12535,2025-05-17,Marketplace,Completado,Morazan
3663,1530,2025-04-27,tienda,Completado,Morazan
3664,13206,2025-10-16,,Facturado,Ahuachapan
3665,5781,2025-10-20,CallCenter,Anulado,san salvador
3666,2133,2025-07-16,Tienda,Facturado,La Union
3667,7343,2025-12-20,tienda,completado,santa ana
3668,5296,2025-09-16,WEB,Cerrado,La Libertad
3669,12072,2025-06-11,CallCenter,Pendiente,San Salvador
3670,7652,2025-06-24,,,Santa Ana
3671,5355,2025-12-12,Marketplace,Cerrado,La Paz
3672,12734,2025-12-11,Marketplace,Cerrado,Sonsonate
3673,11613,2025-01-28,Marketplace,Anulado,Morazan
3674,1398,2025-09-03,WEB,completado,santa ana
3675,10652,2025-06-22,Web,Facturado,Morazan
3676,3767,2025-08-01,Tienda,Pendiente,San Miguel
3677,12953,2025-05-28,Web,Pendiente,santa ana
3678,4137,2025-04-16,WEB,Anulado,Cuscatlan
3679,3959,2025-10-10,Marketplace,Pendiente,Cuscatlan
3680,3388,2025-09-10,Tienda,completado,Santa Ana
3681,844,2025-02-26,CallCenter,Completado,Sonsonate
3682,379,2025-11-14,Web,Cerrado,Morazan
3683,6598,2025-03-22,WEB,Facturado,San Miguel
3684,8703,2025-10-12,WEB,,
3685,12240,2025-03-13,tienda,Cerrado,san salvador
3686,12621,2025-04-17,WEB,completado,Chalatenango
3687,12021,2025-03-18,,Cerrado,Morazan
3688,130,2025-08-01,Marketplace,,san salvador
3689,9684,2025-03-10,Marketplace,Pendiente,santa ana
3690,122,2025-02-01,tienda,Anulado,San Miguel
3691,1876,2025-06-24,tienda,Facturado,San Salvador
3692,11813,2025-10-22,tienda,Pendiente,San Vicente
3693,12638,2025-10-09,,Cerrado,santa ana
3694,9289,2025-08-25,Tienda,Completado,Ahuachapan
3695,11223,2025-12-04,Web,Anulado,SAN SALVADOR
3696,5477,2025-02-24,tienda,,Sonsonate
3697,5912,2025-07-22,,completado,Sonsonate
3698,12871,2025-06-21,Web,Facturado,San Salvador
3699,4360,2025-03-14,Marketplace,Cerrado,san salvador
3700,4241,2025-10-28,WEB,Anulado,santa ana
3701,9957,2025-09-15,tienda,Facturado,San Miguel
3702,4835,2025-08-17,,Pendiente,SAN SALVADOR
3703,5713,2025-12-03,,Completado,Santa Ana
3704,2581,2025-01-13,Tienda,Facturado,La Libertad
3705,3181,2025-01-22,WEB,Cerrado,SAN SALVADOR
3706,11095,2025-10-24,,Anulado,Ahuachapan
3707,9733,2025-11-14,Web,Facturado,Cuscatlan
3708,4921,2025-12-15,Tienda,Anulado,san salvador
3709,10920,2025-06-26,,Facturado,Cuscatlan
3710,1256,2025-04-18,Tienda,Anulado,San Vicente
3711,8080,2025-10-07,tienda,Cerrado,santa ana
3712,11409,2025-03-09,Tienda,Pendiente,SAN SALVADOR
3713,3325,2025-01-25,tienda,Completado,Santa Ana
3714,7223,2025-05-09,CallCenter,Cerrado,san salvador
3715,4116,2025-12-01,WEB,Facturado,La Paz
3716,10761,2025-05-29,Marketplace,Facturado,San Miguel
3717,1120,2025-10-13,WEB,completado,Sonsonate
3718,3306,2025-10-24,WEB,Completado,Morazan
3719,8818,2025-03-01,Tienda,Cerrado,SAN SALVADOR
3720,12208,2025-12-17,tienda,Facturado,San Salvador
3721,4967,2025-06-03,CallCenter,completado,La Union
3722,1595,2025-04-26,CallCenter,,Usulutan
3723,608,2025-01-11,Web,Anulado,Cuscatlan
3724,12315,2025-05-01,Tienda,Completado,Cuscatlan
3725,2726,2025-01-12,Tienda,Cerrado,La Libertad
3726,5845,2025-10-02,,Anulado,Santa Ana
3727,9550,2025-07-11,Marketplace,completado,La Libertad
3728,7718,2025-10-11,,Anulado,Sonsonate
3729,6254,2025-10-28,WEB,Pendiente,San Vicente
3730,1769,2025-01-19,tienda,Pendiente,san salvador
3731,7072,2025-11-02,,Cerrado,San Vicente
3732,6420,2025-12-01,Web,Facturado,La Paz
3733,9603,2025-05-17,tienda,Cerrado,Ahuachapan
3734,5401,2025-12-23,Web,Completado,San Miguel
3735,8756,2025-08-08,CallCenter,Anulado,Santa Ana
3736,9999,2025-11-15,,Anulado,Santa Ana
3737,8911,2025-08-05,tienda,,San Vicente
3738,4450,2025-10-29,Tienda,Pendiente,Sonsonate
3739,281,2025-01-08,WEB,completado,Sonsonate
3740,11484,2025-04-08,Tienda,,Cuscatlan
3741,12108,2025-05-22,Tienda,Anulado,Chalatenango
3742,864,2025-04-21,WEB,,Sonsonate
3743,4721,2025-04-14,,completado,Cuscatlan
3744,4386,2025-11-30,Tienda,Pendiente,
3745,8668,2025-05-28,tienda,,SAN SALVADOR
3746,553,2025-10-20,,Anulado,Sonsonate
3747,7584,2025-10-06,WEB,completado,La Libertad
3748,11241,2025-02-27,,Facturado,San Vicente
3749,2499,2025-07-08,WEB,Completado,Santa Ana
3750,10125,2025-12-01,,completado,santa ana
3751,13423,2025-10-23,tienda,Pendiente,San Miguel
3752,1753,2025-08-14,Web,completado,SAN SALVADOR
3753,2894,2025-10-19,Tienda,Pendiente,Chalatenango
3754,10162,2025-03-13,CallCenter,Pendiente,Morazan
3755,9537,2025-02-22,WEB,Cerrado,Morazan
3756,2856,2025-10-24,Tienda,completado,La Libertad
3757,10095,2025-08-13,tienda,Completado,SAN SALVADOR
3758,1548,2025-08-24,CallCenter,Facturado,Chalatenango
3759,4645,2025-06-15,,Cerrado,La Libertad
3760,7193,2025-09-20,tienda,,san salvador
3761,4700,2025-01-02,Marketplace,,santa ana
3762,1395,2025-09-01,Web,Cerrado,santa ana
3763,7598,2025-04-14,CallCenter,Completado,La Libertad
3764,9408,2025-10-12,CallCenter,,San Miguel
3765,5481,2025-01-27,WEB,,Morazan
3766,5871,2025-02-15,,Pendiente,San Miguel
3767,8529,2025-04-18,CallCenter,completado,Usulutan
3768,7724,2025-11-09,CallCenter,Completado,San Vicente
3769,7224,2025-10-08,Tienda,completado,santa ana
3770,7149,2025-04-06,CallCenter,Facturado,San Vicente
3771,12384,2025-04-08,tienda,Facturado,SAN SALVADOR
3772,7023,2025-02-25,CallCenter,Cerrado,Sonsonate
3773,1243,2025-10-08,CallCenter,Facturado,Santa Ana
3774,5188,2025-05-23,,Anulado,San Miguel
3775,4810,2025-04-08,,Pendiente,santa ana
3776,10907,2025-11-01,Marketplace,Pendiente,Chalatenango
3777,1655,2025-09-21,Web,Cerrado,San Miguel
3778,8855,2025-04-14,CallCenter,completado,San Vicente
3779,6279,2025-02-20,Tienda,Facturado,La Paz
3780,3517,10/01/2025,Web,Anulado,Ahuachapan
3781,2457,2025-08-17,Tienda,Anulado,san salvador
3782,5502,2025-03-04,Web,completado,Santa Ana
3783,6935,2025-06-01,CallCenter,Pendiente,San Vicente
3784,4742,2025-01-20,tienda,Completado,
3785,12448,2025-08-17,Marketplace,Cerrado,santa ana
3786,10774,2025-06-09,Tienda,,Cuscatlan
3787,10004,2025-09-26,,Anulado,San Miguel
3788,6494,2025-10-07,WEB,Anulado,San Vicente
3789,4177,2025-01-05,CallCenter,Completado,Santa Ana
3790,6819,2025-03-28,Tienda,Pendiente,San Salvador
3791,7368,2025-10-16,CallCenter,Pendiente,La Union
3792,9895,2025-02-26,Web,Completado,
3793,13214,2025-06-21,WEB,completado,SAN SALVADOR
3794,7682,2025-10-14,tienda,Completado,Sonsonate
3795,5866,2025-05-29,,Facturado,san salvador
3796,106,2025-07-24,,Cerrado,Santa Ana
3797,5392,2025-06-06,,Anulado,Santa Ana
3798,1135,2025-07-01,tienda,Facturado,SAN SALVADOR
3799,3051,2025-06-28,Marketplace,Completado,SAN SALVADOR
3800,6260,2025-02-18,Marketplace,Completado,La Libertad
3801,21,2025-03-24,Tienda,Facturado,Santa Ana
3802,8185,2025-06-25,Tienda,Facturado,Ahuachapan
3803,11572,2025-02-14,WEB,Completado,La Paz
3804,10031,2025-06-14,CallCenter,Pendiente,La Libertad
3805,11993,2025-03-10,WEB,,san salvador
3806,30,2025-04-03,Web,completado,Usulutan
3807,534,2025-07-24,Web,Anulado,Morazan
3808,1970,2025-02-02,Tienda,Pendiente,Usulutan
3809,10259,2025-12-12,WEB,Anulado,san salvador
3810,2904,2025-12-14,CallCenter,Cerrado,Chalatenango
3811,8073,2025-01-08,,completado,San Miguel
3812,12825,2025-06-21,WEB,,Chalatenango
3813,10968,2025-03-09,tienda,Completado,San Vicente
3814,2757,2025-07-01,Marketplace,Completado,La Paz
3815,799,2025-06-15,WEB,Facturado,Morazan
3816,12424,2025-09-05,Tienda,,Sonsonate
3817,2185,2025-08-03,Web,Pendiente,san salvador
3818,5684,2025-03-27,WEB,Facturado,La Libertad
3819,10917,2025-07-17,Web,Pendiente,San Miguel
3820,8314,2025-03-27,Web,Cerrado,Cuscatlan
3821,1077,2025-01-20,Marketplace,Facturado,Ahuachapan
3822,7471,2025-11-28,,Facturado,San Salvador
3823,8688,2025-12-18,CallCenter,Anulado,
3824,832,2025-04-29,,Facturado,San Salvador
3825,5974,2025-04-30,WEB,,La Union
3826,1921,2025-12-19,tienda,completado,Cuscatlan
3827,394,2025-08-29,tienda,Facturado,Chalatenango
3828,8092,2025-11-11,CallCenter,completado,
3829,12003,2025-07-18,CallCenter,completado,Chalatenango
3830,12412,2025-09-07,tienda,Completado,san salvador
3831,9581,2025-09-07,WEB,Pendiente,santa ana
3832,13209,2025-12-13,Marketplace,,Sonsonate
3833,5693,2025-06-22,tienda,,San Miguel
3834,456,2025-09-17,tienda,Facturado,La Libertad
3835,3319,2025-07-26,Web,Anulado,Ahuachapan
3836,472,2025-05-30,,Cerrado,La Union
3837,2213,2025-08-09,Web,Anulado,Santa Ana
3838,2067,2025-05-07,Tienda,,San Miguel
3839,811,2025-11-04,tienda,Anulado,san salvador
3840,2993,2025-12-08,CallCenter,Anulado,Usulutan
3841,269,2025-04-15,tienda,Completado,
3842,9727,2025-11-22,Web,Facturado,La Union
3843,4950,2025-04-02,CallCenter,,Sonsonate
3844,5213,2025-12-06,WEB,completado,La Paz
3845,8701,2025-02-20,WEB,Pendiente,Morazan
3846,3373,2025-11-26,CallCenter,Pendiente,San Salvador
3847,9854,2025-02-01,WEB,Pendiente,San Vicente
3848,7575,2025-03-01,,Facturado,Usulutan
3849,2795,2025-11-12,WEB,Facturado,SAN SALVADOR
3850,13193,2025-10-29,tienda,,SAN SALVADOR
3851,6521,2025-10-30,Marketplace,Completado,SAN SALVADOR
3852,9491,2025-09-02,WEB,Facturado,La Libertad
3853,12580,2025-06-13,CallCenter,,Usulutan
3854,5269,2025-11-16,CallCenter,Facturado,La Union
3855,777,ayer,WEB,Anulado,San Vicente
3856,3607,2025-05-14,Tienda,Pendiente,santa ana
3857,1103,2025-04-23,Marketplace,Pendiente,Ahuachapan
3858,10559,2025-03-01,WEB,Cerrado,Santa Ana
3859,12249,2025-10-10,CallCenter,Anulado,Cuscatlan
3860,6173,2025-05-26,Tienda,Completado,La Libertad
3861,11649,2025-11-28,,Facturado,La Paz
3862,10284,2025-03-12,Marketplace,,La Paz
3863,13364,2025-10-17,,Facturado,San Salvador
3864,2651,2025-06-05,Marketplace,Cerrado,Ahuachapan
3865,12291,2025-06-27,CallCenter,Anulado,La Union
3866,8463,2025-07-21,,Facturado,San Vicente
3867,11755,2025-06-23,Marketplace,Facturado,La Paz
3868,13161,2025-07-21,Marketplace,Cerrado,Cuscatlan
3869,212,2025-03-04,Marketplace,Anulado,San Miguel
3870,4824,2025-06-28,WEB,completado,Cuscatlan
3871,9941,2025-11-12,WEB,Cerrado,Cuscatlan
3872,6194,2025-04-02,Marketplace,Pendiente,Ahuachapan
3873,235,2025-09-14,CallCenter,Completado,Ahuachapan
3874,6851,2025-07-13,tienda,Anulado,santa ana
3875,7824,2025-07-14,,completado,Cuscatlan
3876,2421,2025-10-01,WEB,completado,Morazan
3877,1402,2025-11-14,,Facturado,santa ana
3878,2572,2025-03-24,Web,Cerrado,Chalatenango
3879,3393,2025-08-19,tienda,Pendiente,San Vicente
3880,8236,2025-08-19,tienda,Completado,Sonsonate
3881,81,2025-09-17,Marketplace,completado,Morazan
3882,13459,2025-06-12,Web,Facturado,La Union
3883,10938,2025-11-27,WEB,completado,La Paz
3884,6156,2025-09-11,Web,Cerrado,San Miguel
3885,2743,2025-05-08,WEB,completado,La Paz
3886,10317,2025-12-12,,Cerrado,La Paz
3887,5216,2025-01-30,Marketplace,Facturado,SAN SALVADOR
3888,8252,2025-01-02,Marketplace,,Santa Ana
3889,8607,2025-02-15,CallCenter,Completado,Chalatenango
3890,cliente_x,2025-06-18,CallCenter,Anulado,
3891,7202,2025-11-30,Tienda,Facturado,La Union
3892,1453,2025-05-12,WEB,completado,SAN SALVADOR
3893,2526,2025-02-19,CallCenter,Completado,SAN SALVADOR
3894,10431,2025-07-14,Tienda,Cerrado,san salvador
3895,13209,2025-06-14,tienda,Completado,Usulutan
3896,13148,2025-10-11,Marketplace,Anulado,santa ana
3897,12457,2025-03-18,WEB,Anulado,La Union
3898,9391,2025-07-06,,Cerrado,Usulutan
3899,8046,2025-06-21,Web,Pendiente,La Paz
3900,9160,2025-12-19,Web,Facturado,san salvador
3901,12880,2025-12-23,Marketplace,Pendiente,SAN SALVADOR
3902,5467,2025-09-29,Web,Anulado,San Vicente
3903,7718,2025-06-21,Marketplace,Cerrado,Ahuachapan
3904,8010,2025-10-08,Tienda,Facturado,SAN SALVADOR
3905,9040,2025-10-11,tienda,,La Union
3906,3502,2025-11-02,CallCenter,Completado,San Miguel
3907,3625,2025-01-25,tienda,Pendiente,San Salvador
3908,12516,2025-10-29,Marketplace,,
3909,11325,2025-05-29,tienda,,San Vicente
3910,11273,2025-11-11,tienda,Anulado,San Vicente
3911,636,2025-12-05,Marketplace,Cerrado,Morazan
3912,1937,2025-01-14,Marketplace,Facturado,La Libertad
PED3913,10778,2025-10-11,Tienda,Cerrado,La Paz
3914,8232,2025-10-18,,Facturado,Cuscatlan
3915,1676,2025-07-18,Web,Anulado,San Salvador
3916,1566,2025-09-20,CallCenter,,Ahuachapan
3917,11722,2025-05-10,WEB,,La Paz
3918,4318,2025-03-29,Web,completado,
3919,542,2025-10-11,CallCenter,Anulado,San Salvador
3920,7530,10/01/2025,tienda,,San Miguel
3921,11570,2025-10-02,Tienda,Completado,La Paz
3922,7905,2025-01-25,CallCenter,,La Paz
3923,9864,2025-04-29,Tienda,completado,Cuscatlan
3924,1194,2025-02-04,WEB,Cerrado,Cuscatlan
3925,12207,2025-08-22,Web,Cerrado,San Vicente
3926,10050,2025-12-22,CallCenter,Pendiente,Cuscatlan
3927,535,2025-07-18,Marketplace,Completado,san salvador
3928,10191,2025-04-27,CallCenter,Completado,SAN SALVADOR
3929,2968,2025-12-21,WEB,Pendiente,San Vicente
3930,4996,2025-08-16,,completado,Santa Ana
3931,4114,2025-09-26,CallCenter,Completado,Cuscatlan
3932,12387,2025-06-30,WEB,Completado,La Libertad
3933,5128,2025-06-28,Tienda,Facturado,santa ana
3934,2770,2025-12-24,,Completado,Usulutan
3935,2455,2025-07-10,CallCenter,Cerrado,Santa Ana
3936,9590,2025-12-09,,Pendiente,Morazan
3937,8606,2025-04-02,Tienda,completado,La Paz
3938,4302,2025-02-23,Marketplace,Anulado,San Miguel
3939,1747,2025-11-19,WEB,,SAN SALVADOR
3940,12653,2025-09-25,CallCenter,Pendiente,La Libertad
3941,8799,2025-04-24,WEB,Pendiente,Santa Ana
3942,7391,2025-03-21,,Facturado,La Paz
3943,7502,2025-07-24,WEB,Pendiente,santa ana
3944,9556,2025-05-13,tienda,Pendiente,La Paz
