id_cliente,nombre,ciudad,pais,segmento,fecha_registro
2083,Cliente 02083,santa ana,NI,Constructor,2025-11-03
2084,Cliente 02084,Usulutan,GT,PyME,2025-03-21
2085,Cliente 02085,San Vicente,sv,PyME,2025-01-28
2086,Cliente 02086,Morazan,ELS,Constructor,2025-12-02
2087,Cliente 02087,La Libertad,GT,,2025-02-12
2088,Cliente 02088,,GT,PyME,2025-07-18
2089,Cliente 02089,Santa Ana,NI,Constructor,2025-11-15
2090,Cliente 02090,San Vicente,sv,,2025-08-06
C2091,Cliente 02091,san salvador,NI,Mayorista,2025-07-04
2092,Cliente 02092,Ahuachapan,GT,Mayorista,2025-05-28
2093,Cliente 02093,La Libertad,GT,,2025-04-02
2094,Cliente 02094,Ahuachapan,NI,,2025-05-05
2095,Cliente 02095,San Miguel,sv,PyME,2025-01-12
2096,Cliente 02096,San Miguel,SV,Mayorista,2025-06-18
2097,Cliente 02097,,sv,Constructor,2025-04-02
2098,Cliente 02098,Santa Ana,sv,Constructor,2025-08-16
2099,Cliente 02099,Chalatenango,sv,Hogar,2025-01-23
2100,Cliente 02100,santa ana,HN,Constructor,2025-07-17
2101,Cliente 02101,Cuscatlan,NI,Constructor,2025-01-23
2102,Cliente 02102,San Vicente,NI,Hogar,2025-03-16
2103,Cliente 02103,san salvador,SV,,2025-08-07
2104,Cliente 02104,Sonsonate,GT,Mayorista,2025-10-05
2105,Cliente 02105,La Union,ELS,Hogar,2025-01-26
2106,Cliente 02106,,GT,Mayorista,2025-03-03
2107,Cliente 02107,SAN SALVADOR,HN,Hogar,2025-12-26
2108,Cliente 02108,Chalatenango,NI,PyME,2025-04-11
2109,,Usulutan,NI,PyME,2025-12-04
2110,Cliente 02110,La Libertad,HN,Mayorista,2025-09-09
2111,Cliente 02111,Sonsonate,ELS,,2025-05-09
2112,Cliente 02112,Usulutan,ELS,PyME,2025-08-27
2113,Cliente 02113,San Vicente,HN,Hogar,2025-08-02
2114,Cliente 02114,Ahuachapan,SV,,2025-11-22
2115,Cliente 02115,,NI,PyME,2025-10-07
2116,Cliente 02116,Santa Ana,NI,,2025-08-18
2117,Cliente 02117,La Libertad,ELS,PyME,2025-10-09
2118,Cliente 02118,San Salvador,ELS,Constructor,2025-02-25
2119,Cliente 02119,San Miguel,NI,PyME,2025-05-08
2120,Cliente 02120,Ahuachapan,NI,Constructor,2025-08-20
2121,Cliente 02121,Santa Ana,ELS,,2025-08-05
2122,Cliente 02122,Morazan,NI,Constructor,2025-01-10
2123,Cliente 02123,Cuscatlan,NI,Constructor,2025-05-22
2124,Cliente 02124,,NI,Mayorista,2025-03-01
2125,Cliente 02125,La Paz,GT,Mayorista,2025-09-26
2126,Cliente 02126,Cuscatlan,ELS,Hogar,2025-07-18
2127,Cliente 02127,santa ana,GT,Hogar,2025-01-14
2128,Cliente 02128,Cuscatlan,sv,Hogar,2025-02-26
2129,Cliente 02129,Sonsonate,ELS,PyME,2025-06-22
2130,Cliente 02130,Usulutan,ELS,Constructor,2025-07-21
2131,Cliente 02131,La Paz,sv,Mayorista,2025-12-25
C2132,Cliente 02132,SAN SALVADOR,GT,Hogar,2025-04-14
2133,Cliente 02133,,GT,Hogar,2025-03-25
2134,Cliente 02134,La Libertad,HN,PyME,2025-10-22
2135,Cliente 02135,Santa Ana,SV,Mayorista,2025-05-08
2136,Cliente 02136,SAN SALVADOR,sv,PyME,2025-10-07
2137,Cliente 02137,La Paz,SV,Constructor,2025-11-18
2138,Cliente 02138,Sonsonate,HN,,2025-08-01
2139,Cliente 02139,Sonsonate,GT,Constructor,2025-10-26
2140,Cliente 02140,Morazan,ELS,Hogar,2025-10-19
2141,Cliente 02141,Chalatenango,HN,PyME,2025-02-23
2142,Cliente 02142,,SV,Mayorista,2025-05-10
2143,Cliente 02143,San Miguel,ELS,Hogar,2025-07-05
2144,Cliente 02144,San Vicente,ELS,,2025-03-03
2145,Cliente 02145,La Libertad,SV,Hogar,2025-01-09
2146,Cliente 02146,Cuscatlan,GT,,2025-08-03
2147,Cliente 02147,san salvador,HN,PyME,ayer
2148,Cliente 02148,Cuscatlan,HN,Hogar,2025-01-04
2149,Cliente 02149,La Paz,NI,Hogar,2025-01-03
2150,Cliente 02150,La Libertad,sv,PyME,2025-02-11
2151,Cliente 02151,,GT,PyME,2025-04-17
2152,Cliente 02152,santa ana,ELS,Hogar,2025-01-03
2153,Cliente 02153,San Salvador,SV,,2025-03-23
2154,Cliente 02154,SAN SALVADOR,HN,PyME,2025-11-10
2155,Cliente 02155,San Salvador,ELS,Constructor,2025-04-09
2156,Cliente 02156,Santa Ana,NI,,2025-04-27
2157,Cliente 02157,san salvador,ELS,Hogar,2025-02-14
2158,Cliente 02158,Ahuachapan,sv,,2025-10-07
2159,Cliente 02159,Cuscatlan,ELS,Hogar,2025-04-15
2160,Cliente 02160,,GT,Mayorista,2025-08-17
2160,Cliente 02160,,GT,Mayorista,2025-08-17
2161,Cliente 02161,Cuscatlan,ELS,Hogar,2025-03-23
2162,Cliente 02162,La Paz,NI,,2025-10-24
2163,Cliente 02163,San Salvador,sv,,2025-07-26
2164,Cliente 02164,santa ana,GT,Mayorista,2025-02-03
2165,Cliente 02165,San Salvador,ELS,PyME,2025-06-23
2166,,San Salvador,NI,Mayorista,2025-01-23
2167,Cliente 02167,Usulutan,GT,PyME,2025-03-04
2168,Cliente 02168,san salvador,ELS,Constructor,2025-12-09
2169,Cliente 02169,,sv,Constructor,2025-12-23
2170,Cliente 02170,SAN SALVADOR,HN,PyME,2025-02-14
2171,Cliente 02171,Usulutan,SV,Constructor,2025-01-04
2172,Cliente 02172,Santa Ana,ELS,Mayorista,2025-05-18
C2173,Cliente 02173,Ahuachapan,HN,,2025-12-01
2174,Cliente 02174,San Vicente,GT,Constructor,2025-07-17
2175,Cliente 02175,Cuscatlan,NI,Hogar,2025-06-22
2176,Cliente 02176,San Miguel,NI,Constructor,2025-02-18
2177,Cliente 02177,La Paz,ELS,Mayorista,2025-05-20
2178,Cliente 02178,,sv,,2025-02-21
2179,Cliente 02179,Chalatenango,HN,Hogar,2025-11-20
2180,Cliente 02180,La Union,NI,Mayorista,2025-10-09
2181,Cliente 02181,Cuscatlan,NI,Mayorista,2025-04-09
2182,Cliente 02182,santa ana,NI,PyME,2025-10-16
2183,Cliente 02183,San Miguel,ELS,Hogar,2025-12-16
2184,Cliente 02184,Santa Ana,sv,Mayorista,2025-04-02
2185,Cliente 02185,san salvador,GT,Mayorista,2025-10-28
2186,Cliente 02186,santa ana,GT,,2025-10-02
2187,Cliente 02187,,SV,Hogar,2025-11-09
2188,Cliente 02188,Usulutan,ELS,,2025-09-22
2189,Cliente 02189,Santa Ana,sv,,2025-02-08
2190,Cliente 02190,Cuscatlan,NI,Hogar,2025-08-23
2191,Cliente 02191,Ahuachapan,GT,Hogar,2025-06-16
2192,Cliente 02192,santa ana,HN,PyME,2025-01-16
2193,Cliente 02193,Usulutan,NI,Constructor,2025-03-05
2194,Cliente 02194,santa ana,ELS,,2025-01-06
2195,Cliente 02195,SAN SALVADOR,HN,PyME,2025-10-17
2196,Cliente 02196,,ELS,Mayorista,2025-02-15
2197,Cliente 02197,Ahuachapan,ELS,Hogar,2025-07-20
2198,Cliente 02198,La Paz,ELS,,2025-10-24
2199,Cliente 02199,La Libertad,GT,Hogar,2025-04-13
2200,Cliente 02200,SAN SALVADOR,HN,Constructor,2025-03-06
2201,Cliente 02201,La Libertad,sv,PyME,2025-11-25
2202,Cliente 02202,La Union,ELS,Hogar,2025-02-13
2203,Cliente 02203,La Libertad,HN,,2025-04-15
2204,Cliente 02204,Sonsonate,NI,Hogar,2025-07-17
2205,Cliente 02205,,NI,PyME,2025-03-14
2206,Cliente 02206,san salvador,NI,Hogar,2025-08-05
2207,Cliente 02207,Sonsonate,ELS,Constructor,2025-02-09
2208,Cliente 02208,La Libertad,HN,Mayorista,2025-07-17
2209,Cliente 02209,La Libertad,NI,PyME,2025-07-08
2210,Cliente 02210,La Libertad,NI,Mayorista,2025-05-15
2211,Cliente 02211,Santa Ana,HN,PyME,2025-05-12
2212,Cliente 02212,San Miguel,SV,Mayorista,2025-08-15
2213,Cliente 02213,Cuscatlan,sv,,2025-10-07
C2214,Cliente 02214,,GT,PyME,2025-06-15
2215,Cliente 02215,San Salvador,NI,Constructor,2025-10-27
2216,Cliente 02216,La Paz,sv,,2025-05-04
2217,Cliente 02217,La Libertad,sv,,2025-06-10
2218,Cliente 02218,san salvador,sv,Mayorista,2025-09-11
2219,Cliente 02219,San Salvador,NI,Constructor,2025-03-23
2220,Cliente 02220,La Paz,GT,PyME,2025-06-14
2221,Cliente 02221,SAN SALVADOR,GT,PyME,2025-05-11
2222,Cliente 02222,san salvador,NI,Constructor,2025-12-03
2223,,,ELS,Constructor,2025-05-22
2224,Cliente 02224,Usulutan,SV,PyME,2025-01-03
2225,Cliente 02225,santa ana,GT,,2025-02-03
2226,Cliente 02226,La Union,sv,Constructor,2025-12-21
2227,Cliente 02227,San Miguel,ELS,,2025-12-24
2228,Cliente 02228,santa ana,sv,,2025-08-11
2229,Cliente 02229,san salvador,NI,,2025-01-06
2230,Cliente 02230,Sonsonate,GT,Hogar,2025-02-08
2231,Cliente 02231,Chalatenango,NI,PyME,2025-04-03
2232,Cliente 02232,,HN,Mayorista,2025-01-11
2233,Cliente 02233,Sonsonate,GT,PyME,2025-04-08
2234,Cliente 02234,La Paz,ELS,PyME,2025-06-06
2235,Cliente 02235,san salvador,sv,,2025-02-08
2236,Cliente 02236,Cuscatlan,HN,Hogar,2025-12-15
2237,Cliente 02237,Usulutan,SV,PyME,2025-11-08
2238,Cliente 02238,Ahuachapan,SV,Hogar,2025-08-28
2239,Cliente 02239,La Paz,SV,Mayorista,2025-07-25
2240,Cliente 02240,san salvador,NI,,2025-06-04
2241,Cliente 02241,,sv,Constructor,2025-03-24
2242,Cliente 02242,Chalatenango,GT,PyME,2025-07-26
2243,Cliente 02243,San Miguel,NI,,2025-04-22
2244,Cliente 02244,Ahuachapan,sv,PyME,2025-01-23
2245,Cliente 02245,La Paz,NI,,2025-08-08
2246,Cliente 02246,Morazan,NI,PyME,2025-06-01
2247,Cliente 02247,Santa Ana,ELS,PyME,2025-07-24
2248,Cliente 02248,Chalatenango,GT,Mayorista,2025-12-25
2249,Cliente 02249,Sonsonate,HN,Mayorista,2025-10-15
2250,Cliente 02250,,sv,,2025-09-25
2251,Cliente 02251,La Libertad,SV,Constructor,2025-04-18
2252,Cliente 02252,santa ana,sv,Hogar,2025-04-16
2253,Cliente 02253,Morazan,ELS,PyME,2025-05-14
2254,Cliente 02254,San Miguel,sv,Hogar,2025-05-12
C2255,Cliente 02255,San Salvador,SV,Constructor,2025-12-21
2256,Cliente 02256,Sonsonate,SV,PyME,2025-07-01
2257,Cliente 02257,Morazan,GT,Hogar,2025-03-02
2258,Cliente 02258,Cuscatlan,HN,PyME,2025-07-23
2259,Cliente 02259,,GT,,2025-11-01
2260,Cliente 02260,san salvador,ELS,Constructor,ayer
2261,Cliente 02261,Sonsonate,NI,PyME,2025-01-22
2262,Cliente 02262,Sonsonate,NI,Constructor,2025-02-24
2263,Cliente 02263,Usulutan,sv,Hogar,2025-10-14
2264,Cliente 02264,Chalatenango,GT,Hogar,2025-05-12
2265,Cliente 02265,La Paz,NI,PyME,2025-12-26
2266,Cliente 02266,Cuscatlan,SV,Constructor,2025-04-26
2267,Cliente 02267,La Paz,HN,,2025-07-12
2268,Cliente 02268,,SV,Constructor,2025-06-24
2269,Cliente 02269,Santa Ana,SV,Hogar,2025-02-26
2270,Cliente 02270,Chalatenango,ELS,PyME,2025-10-26
2271,Cliente 02271,SAN SALVADOR,GT,Constructor,2025-11-25
2272,Cliente 02272,La Libertad,ELS,Hogar,2025-05-02
2273,Cliente 02273,Cuscatlan,HN,Constructor,2025-06-08
2274,Cliente 02274,San Vicente,SV,Mayorista,2025-05-08
2275,Cliente 02275,Santa Ana,NI,Mayorista,2025-11-01
2276,Cliente 02276,San Miguel,ELS,Mayorista,2025-01-22
2277,Cliente 02277,,NI,Hogar,2025-03-19
2278,Cliente 02278,Cuscatlan,SV,Hogar,2025-05-01
2279,Cliente 02279,Santa Ana,HN,Hogar,2025-04-02
2280,,San Miguel,NI,Hogar,2025-06-03
2281,Cliente 02281,La Union,HN,,2025-06-24
2282,Cliente 02282,Sonsonate,ELS,PyME,2025-04-23
2283,Cliente 02283,SAN SALVADOR,GT,Hogar,2025-10-14
2284,Cliente 02284,La Libertad,ELS,Hogar,2025-05-19
2285,Cliente 02285,Cuscatlan,SV,Hogar,2025-04-21
2286,Cliente 02286,,SV,,2025-05-18
2287,Cliente 02287,santa ana,HN,Hogar,2025-05-27
2288,Cliente 02288,Ahuachapan,sv,PyME,2025-07-01
2289,Cliente 02289,San Salvador,sv,Hogar,2025-03-26
2290,Cliente 02290,Santa Ana,SV,,2025-06-28
2291,Cliente 02291,Morazan,NI,Constructor,2025-04-05
2292,Cliente 02292,San Miguel,SV,PyME,2025-05-05
2293,Cliente 02293,La Libertad,HN,Constructor,2025-09-23
2294,Cliente 02294,San Vicente,GT,Constructor,2025-07-19
2295,Cliente 02295,,GT,Hogar,2025-05-16
C2296,Cliente 02296,san salvador,SV,Mayorista,2025-07-10
2297,Cliente 02297,SAN SALVADOR,HN,PyME,2025-11-20
2298,Cliente 02298,La Paz,ELS,Mayorista,2025-08-27
2299,Cliente 02299,La Union,GT,Hogar,2025-07-03
2300,Cliente 02300,San Miguel,SV,PyME,2025-10-15
2301,Cliente 02301,san salvador,GT,Mayorista,2025-10-09
2302,Cliente 02302,Sonsonate,SV,Constructor,2025-02-25
2303,Cliente 02303,Chalatenango,ELS,PyME,2025-02-07
2304,Cliente 02304,,sv,Mayorista,2025-10-22
2305,Cliente 02305,Santa Ana,SV,Mayorista,2025-06-09
2306,Cliente 02306,SAN SALVADOR,sv,Hogar,2025-04-21
2307,Cliente 02307,San Vicente,ELS,,2025-11-07
2308,Cliente 02308,santa ana,NI,Constructor,2025-05-23
2309,Cliente 02309,San Vicente,NI,Constructor,2025-09-11
2310,Cliente 02310,La Union,ELS,PyME,2025-07-02
2311,Cliente 02311,San Vicente,SV,,2025-06-03
2312,Cliente 02312,La Union,NI,PyME,2025-09-23
2313,Cliente 02313,,sv,Mayorista,2025-07-05
2314,Cliente 02314,san salvador,ELS,Mayorista,2025-06-27
2315,Cliente 02315,La Libertad,NI,PyME,2025-01-11
2316,Cliente 02316,santa ana,sv,,2025-08-04
2317,Cliente 02317,Cuscatlan,SV,Hogar,2025-05-21
2318,Cliente 02318,Morazan,sv,,2025-11-01
2319,Cliente 02319,San Salvador,SV,PyME,2025-02-15
2320,Cliente 02320,La Paz,HN,,2025-07-24
2321,Cliente 02321,santa ana,sv,Hogar,2025-02-11
2322,Cliente 02322,,SV,PyME,2025-01-16
2323,Cliente 02323,La Paz,SV,Constructor,2025-11-09
2324,Cliente 02324,Cuscatlan,HN,Mayorista,2025-05-25
2325,Cliente 02325,San Vicente,NI,Hogar,2025-01-25
2326,Cliente 02326,Usulutan,HN,Mayorista,2025-03-09
2327,Cliente 02327,San Salvador,sv,Hogar,2025-08-26
2328,Cliente 02328,La Union,SV,Constructor,2025-05-24
2329,Cliente 02329,San Salvador,sv,PyME,2025-04-28
2330,Cliente 02330,Chalatenango,NI,Constructor,2025-08-08
2331,Cliente 02331,,HN,Mayorista,2025-08-21
2332,Cliente 02332,Santa Ana,ELS,PyME,2025-02-26
2333,Cliente 02333,Sonsonate,ELS,,2025-05-17
2334,Cliente 02334,La Paz,sv,,2025-09-15
2335,Cliente 02335,San Vicente,ELS,PyME,2025-07-23
2336,Cliente 02336,Morazan,ELS,PyME,2025-07-14
C2337,,Morazan,sv,Hogar,2025-03-17
2338,Cliente 02338,san salvador,sv,PyME,2025-01-17
2339,Cliente 02339,san salvador,HN,PyME,2025-12-13
2340,Cliente 02340,,ELS,Constructor,2025-11-17
2340,Cliente 02340,,ELS,Constructor,2025-11-17
2341,Cliente 02341,San Vicente,HN,Hogar,2025-08-12
2342,Cliente 02342,Santa Ana,HN,Constructor,2025-07-27
2343,Cliente 02343,Ahuachapan,HN,Mayorista,2025-12-28
2344,Cliente 02344,santa ana,HN,Hogar,2025-03-06
2345,Cliente 02345,Ahuachapan,ELS,PyME,2025-10-05
2346,Cliente 02346,Ahuachapan,NI,,2025-05-19
2347,Cliente 02347,san salvador,HN,Hogar,2025-09-27
2348,Cliente 02348,San Miguel,SV,,2025-07-05
2349,Cliente 02349,,ELS,Hogar,2025-03-25
2350,Cliente 02350,Chalatenango,GT,Mayorista,2025-06-17
2351,Cliente 02351,La Union,SV,Constructor,2025-12-12
2352,Cliente 02352,Santa Ana,ELS,Hogar,2025-11-28
2353,Cliente 02353,santa ana,ELS,,2025-09-08
2354,Cliente 02354,La Libertad,SV,,2025-05-23
2355,Cliente 02355,La Union,NI,Hogar,2025-06-27
2356,Cliente 02356,San Salvador,GT,Hogar,2025-08-15
2357,Cliente 02357,SAN SALVADOR,NI,Constructor,2025-01-06
2358,Cliente 02358,,SV,PyME,2025-02-04
2359,Cliente 02359,La Union,sv,Constructor,2025-10-02
2360,Cliente 02360,Santa Ana,GT,PyME,2025-05-28
2361,Cliente 02361,La Libertad,NI,PyME,2025-01-14
2362,Cliente 02362,La Libertad,GT,PyME,2025-10-17
2363,Cliente 02363,La Union,GT,,2025-01-15
2364,Cliente 02364,Morazan,GT,,2025-10-18
2365,Cliente 02365,Sonsonate,GT,Mayorista,2025-07-27
2366,Cliente 02366,Cuscatlan,sv,,2025-04-09
2367,Cliente 02367,,HN,Hogar,2025-11-17
2368,Cliente 02368,Ahuachapan,sv,PyME,2025-09-25
2369,Cliente 02369,Ahuachapan,sv,Hogar,2025-03-15
2370,Cliente 02370,Ahuachapan,NI,Mayorista,2025-06-18
2371,Cliente 02371,santa ana,ELS,,2025-03-02
2372,Cliente 02372,Ahuachapan,NI,Constructor,2025-09-03
2373,Cliente 02373,San Salvador,SV,PyME,ayer
2374,Cliente 02374,Ahuachapan,SV,,2025-06-18
2375,Cliente 02375,Ahuachapan,ELS,,2025-01-25
2376,Cliente 02376,,sv,,2025-08-04
2377,Cliente 02377,Cuscatlan,sv,Constructor,2025-09-28
C2378,Cliente 02378,san salvador,ELS,,2025-01-19
2379,Cliente 02379,San Vicente,SV,PyME,2025-10-05
2380,Cliente 02380,SAN SALVADOR,ELS,,2025-07-17
2381,Cliente 02381,La Libertad,SV,Mayorista,2025-11-20
2382,Cliente 02382,Santa Ana,HN,Mayorista,2025-09-28
2383,Cliente 02383,Usulutan,GT,PyME,2025-05-13
2384,Cliente 02384,Ahuachapan,ELS,,2025-04-25
2385,Cliente 02385,,GT,PyME,2025-05-06
2386,Cliente 02386,La Union,HN,Mayorista,2025-12-01
2387,Cliente 02387,Santa Ana,sv,,2025-04-15
2388,Cliente 02388,Santa Ana,HN,Mayorista,2025-02-20
2389,Cliente 02389,Ahuachapan,SV,Hogar,2025-07-18
2390,Cliente 02390,Morazan,GT,Hogar,2025-07-15
2391,Cliente 02391,Usulutan,sv,Constructor,2025-10-04
2392,Cliente 02392,San Miguel,sv,,2025-01-21
2393,Cliente 02393,Santa Ana,SV,,2025-09-26
2394,,,NI,,2025-01-24
2395,Cliente 02395,Sonsonate,NI,Constructor,2025-06-23
2396,Cliente 02396,La Libertad,SV,Mayorista,2025-05-14
2397,Cliente 02397,Ahuachapan,HN,Hogar,2025-02-09
2398,Cliente 02398,La Libertad,sv,Constructor,2025-04-02
2399,Cliente 02399,San Miguel,sv,Hogar,2025-02-18
2400,Cliente 02400,La Paz,sv,Hogar,2025-08-26
2401,Cliente 02401,San Miguel,sv,,2025-02-14
2402,Cliente 02402,San Miguel,GT,,2025-09-05
2403,Cliente 02403,,ELS,Mayorista,2025-06-04
2404,Cliente 02404,Sonsonate,HN,Hogar,2025-11-24
2405,Cliente 02405,La Union,HN,PyME,2025-05-14
2406,Cliente 02406,Sonsonate,NI,PyME,2025-01-09
2407,Cliente 02407,santa ana,HN,,2025-07-14
2408,Cliente 02408,Cuscatlan,HN,PyME,2025-11-11
2409,Cliente 02409,SAN SALVADOR,sv,PyME,2025-07-06
2410,Cliente 02410,Santa Ana,GT,PyME,2025-09-27
2411,Cliente 02411,La Paz,GT,PyME,2025-08-27
2412,Cliente 02412,,GT,Constructor,2025-10-16
2413,Cliente 02413,Chalatenango,ELS,Constructor,2025-12-17
2414,Cliente 02414,san salvador,NI,,2025-06-12
2415,Cliente 02415,Morazan,SV,,2025-05-07
2416,Cliente 02416,santa ana,NI,,2025-06-03
2417,Cliente 02417,Morazan,sv,,2025-02-13
2418,Cliente 02418,Ahuachapan,SV,Constructor,2025-06-12
C2419,Cliente 02419,Chalatenango,GT,,2025-01-07
2420,Cliente 02420,Chalatenango,GT,Constructor,2025-12-16
2421,Cliente 02421,,NI,Mayorista,2025-11-15
2422,Cliente 02422,Usulutan,NI,,2025-02-02
2423,Cliente 02423,Sonsonate,HN,Mayorista,2025-03-26
2424,Cliente 02424,santa ana,sv,Hogar,2025-10-08
2425,Cliente 02425,Ahuachapan,GT,Hogar,2025-06-06
2426,Cliente 02426,Ahuachapan,sv,,2025-04-07
2427,Cliente 02427,Ahuachapan,SV,Hogar,2025-10-05
2428,Cliente 02428,san salvador,ELS,PyME,2025-01-03
2429,Cliente 02429,La Libertad,GT,PyME,2025-01-10
2430,Cliente 02430,,NI,Mayorista,2025-08-28
2431,Cliente 02431,San Miguel,SV,Constructor,2025-11-24
2432,Cliente 02432,Morazan,SV,Hogar,2025-07-06
2433,Cliente 02433,SAN SALVADOR,NI,PyME,2025-08-19
2434,Cliente 02434,San Miguel,ELS,Mayorista,2025-11-10
2435,Cliente 02435,Chalatenango,HN,,2025-05-26
2436,Cliente 02436,Sonsonate,SV,PyME,2025-10-04
2437,Cliente 02437,santa ana,HN,Mayorista,2025-01-11
2438,Cliente 02438,San Salvador,NI,Mayorista,2025-06-14
2439,Cliente 02439,,sv,PyME,2025-10-23
2440,Cliente 02440,Sonsonate,sv,Constructor,2025-10-18
2441,Cliente 02441,SAN SALVADOR,HN,PyME,2025-01-01
2442,Cliente 02442,Cuscatlan,HN,Constructor,2025-08-11
2443,Cliente 02443,SAN SALVADOR,ELS,,2025-12-11
2444,Cliente 02444,Morazan,GT,,2025-04-03
2445,Cliente 02445,Chalatenango,SV,Mayorista,2025-12-25
2446,Cliente 02446,san salvador,HN,Constructor,2025-02-23
2447,Cliente 02447,La Paz,GT,Constructor,2025-04-02
2448,Cliente 02448,,GT,Constructor,2025-04-22
2449,Cliente 02449,La Union,GT,,2025-04-24
2450,Cliente 02450,Ahuachapan,ELS,,2025-07-20
2451,,Sonsonate,SV,Hogar,2025-06-06
2452,Cliente 02452,Morazan,NI,PyME,2025-12-04
2453,Cliente 02453,San Vicente,sv,,2025-08-07
2454,Cliente 02454,San Miguel,SV,,2025-12-16
2455,Cliente 02455,Cuscatlan,ELS,Mayorista,2025-09-21
2456,Cliente 02456,Morazan,GT,Mayorista,2025-10-28
2457,Cliente 02457,,SV,PyME,2025-05-03
2458,Cliente 02458,Usulutan,sv,Constructor,2025-05-06
2459,Cliente 02459,San Miguel,SV,Mayorista,2025-03-03
C2460,Cliente 02460,San Vicente,SV,Hogar,2025-08-26
2461,Cliente 02461,san salvador,GT,PyME,2025-10-25
2462,Cliente 02462,Morazan,GT,Mayorista,2025-10-12
2463,Cliente 02463,San Salvador,sv,,2025-08-14
2464,Cliente 02464,Sonsonate,NI,Hogar,2025-12-10
2465,Cliente 02465,san salvador,NI,Hogar,2025-11-16
2466,Cliente 02466,,SV,,2025-03-24
2467,Cliente 02467,SAN SALVADOR,HN,PyME,2025-12-09
2468,Cliente 02468,Sonsonate,sv,,2025-06-01
2469,Cliente 02469,Usulutan,sv,Constructor,2025-04-23
2470,Cliente 02470,La Paz,HN,Mayorista,2025-10-23
2471,Cliente 02471,Santa Ana,HN,PyME,2025-01-17
2472,Cliente 02472,San Vicente,SV,PyME,2025-06-28
2473,Cliente 02473,Usulutan,GT,PyME,2025-05-19
2474,Cliente 02474,La Union,ELS,Hogar,2025-01-17
2475,Cliente 02475,,HN,Hogar,2025-08-05
2476,Cliente 02476,San Miguel,SV,,2025-08-08
2477,Cliente 02477,La Union,sv,,2025-12-01
2478,Cliente 02478,san salvador,sv,PyME,2025-03-06
2479,Cliente 02479,La Paz,ELS,PyME,2025-10-18
2480,Cliente 02480,La Libertad,ELS,Mayorista,2025-06-28
2481,Cliente 02481,Sonsonate,SV,Mayorista,2025-02-25
2482,Cliente 02482,Sonsonate,SV,Hogar,2025-07-02
2483,Cliente 02483,Morazan,SV,PyME,2025-03-01
2484,Cliente 02484,,GT,Mayorista,2025-04-20
2485,Cliente 02485,San Miguel,SV,PyME,2025-11-15
2486,Cliente 02486,San Salvador,NI,PyME,ayer
2487,Cliente 02487,San Salvador,sv,Mayorista,2025-06-04
2488,Cliente 02488,Morazan,HN,Mayorista,2025-11-22
2489,Cliente 02489,Santa Ana,GT,PyME,2025-05-28
2490,Cliente 02490,San Miguel,GT,Constructor,2025-11-16
2491,Cliente 02491,San Salvador,GT,PyME,2025-02-03
2492,Cliente 02492,La Union,GT,Hogar,2025-07-19
2493,Cliente 02493,,sv,,2025-07-14
2494,Cliente 02494,Usulutan,SV,PyME,2025-06-05
2495,Cliente 02495,La Libertad,sv,Hogar,2025-02-02
2496,Cliente 02496,La Libertad,GT,Hogar,2025-08-07
2497,Cliente 02497,Sonsonate,ELS,PyME,2025-08-02
2498,Cliente 02498,San Salvador,sv,Constructor,2025-08-17
2499,Cliente 02499,Chalatenango,SV,Hogar,2025-12-12
2500,Cliente 02500,Cuscatlan,SV,Constructor,2025-01-02
C2501,Cliente 02501,Santa Ana,HN,PyME,2025-11-15
2502,Cliente 02502,,sv,PyME,2025-05-08
2503,Cliente 02503,La Union,NI,Hogar,2025-03-07
2504,Cliente 02504,santa ana,HN,PyME,2025-02-21
2505,Cliente 02505,San Vicente,NI,Mayorista,2025-04-05
2506,Cliente 02506,Sonsonate,NI,Hogar,2025-07-22
2507,Cliente 02507,La Paz,HN,Constructor,2025-06-28
2508,,La Union,sv,PyME,2025-11-26
2509,Cliente 02509,La Paz,NI,PyME,2025-06-19
2510,Cliente 02510,Usulutan,HN,Mayorista,2025-06-10
2511,Cliente 02511,,GT,,2025-12-18
2512,Cliente 02512,Cuscatlan,sv,,2025-07-15
2513,Cliente 02513,Chalatenango,ELS,Mayorista,2025-03-03
2514,Cliente 02514,San Salvador,sv,PyME,2025-01-19
2515,Cliente 02515,San Salvador,ELS,Mayorista,2025-10-25
2516,Cliente 02516,La Libertad,HN,PyME,2025-12-15
2517,Cliente 02517,Sonsonate,NI,Mayorista,2025-10-15
2518,Cliente 02518,Chalatenango,GT,Hogar,2025-09-13
2519,Cliente 02519,Santa Ana,HN,Hogar,2025-10-13
2520,Cliente 02520,,HN,,2025-11-23
2520,Cliente 02520,,HN,,2025-11-23
2521,Cliente 02521,La Union,sv,Hogar,2025-01-13
2522,Cliente 02522,La Union,SV,Hogar,2025-02-07
2523,Cliente 02523,san salvador,GT,Hogar,2025-12-11
2524,Cliente 02524,san salvador,ELS,Constructor,2025-08-25
2525,Cliente 02525,San Vicente,HN,Mayorista,2025-12-17
2526,Cliente 02526,La Libertad,sv,,2025-09-26
2527,Cliente 02527,Santa Ana,NI,Mayorista,2025-02-17
2528,Cliente 02528,Sonsonate,HN,,2025-12-12
2529,Cliente 02529,,sv,,2025-07-26
2530,Cliente 02530,Sonsonate,NI,PyME,2025-11-22
2531,Cliente 02531,Ahuachapan,ELS,PyME,2025-03-28
2532,Cliente 02532,San Miguel,GT,,2025-04-28
