id_producto,nombre,id_categoria,marca,activo
2215,Martillo 02215,9025,Bosch,1
2216,Reflector 02216,6605,,0
2217,Martillo 02217,4844,Bosch,1
2218,Pulidora 02218,3667,Total,
2219,Sierra 02219,6893,Total,NO
2220,Sierra 02220,3871,Stanley,1
2221,Taladro 02221,5522,,0
2222,Sierra 02222,8491,EPAHome,1
2223,Pulidora 02223,3419,Stanley,SI
2224,Sierra 02224,8325,Total,NO
2225,Pulidora 02225,4903,Truper,TRUE
2226,Brocha 02226,6449,Makita,FALSE
2227,Martillo 02227,8481,Makita,TRUE
2228,Pulidora 02228,6303,Pretul,FALSE
2229,Reflector 02229,1556,Bosch,FALSE
2230,Clavos 02230,3075,EPAHome,TRUE
2231,Cerradura 02231,1649,,1
2232,Pintura 02232,7674,Truper,
P2233,Sierra 02233,1121,Pretul,FALSE
2234,Pulidora 02234,4636,Pretul,
2235,Clavos 02235,5799,Total,0
2236,Pulidora 02236,10076,Total,FALSE
2237,Reflector 02237,9843,Stanley,NO
2238,Martillo 02238,1476,Truper,0
2239,Tornillo 02239,9788,Bosch,SI
2240,Taladro 02240,5369,Total,1
2241,Pintura 02241,5899,Makita,NO
2242,Sierra 02242,6829,Makita,TRUE
2243,Brocha 02243,5812,EPAHome,
2244,,7601,Bosch,SI
2245,Pulidora 02245,1667,,TRUE
2246,Pintura 02246,2622,EPAHome,SI
2247,Taladro 02247,5490,Bosch,
2248,Tornillo 02248,7192,Stanley,SI
2249,Sierra 02249,7670,Stanley,FALSE
2250,Sierra 02250,10715,,SI
2251,Pulidora 02251,7009,Makita,0
2252,Taladro 02252,6561,Makita,FALSE
2253,Tornillo 02253,10220,Makita,1
2254,Brocha 02254,2904,Makita,
2255,Pulidora 02255,ABC,Stanley,SI
2256,Clavos 02256,5900,Truper,NO
2257,Cerradura 02257,5017,Stanley,FALSE
2258,Brocha 02258,10101,Pretul,0
2259,Tornillo 02259,10222,Makita,
2260,Reflector 02260,6134,EPAHome,
2261,Tornillo 02261,8365,Bosch,TRUE
2262,Pulidora 02262,116,EPAHome,FALSE
2263,Clavos 02263,595,Bosch,NO
2264,Pintura 02264,4865,Bosch,
2265,Pintura 02265,2080,EPAHome,NO
2266,Reflector 02266,9175,Stanley,TRUE
2267,Taladro 02267,1750,Makita,SI
2268,Clavos 02268,8488,EPAHome,
2269,Tornillo 02269,10673,Total,TRUE
2270,Clavos 02270,5753,Total,FALSE
2271,Brocha 02271,4458,,FALSE
2272,Cerradura 02272,8720,,FALSE
2273,Sierra 02273,8665,Truper,TRUE
2274,Taladro 02274,6467,Pretul,NO
2275,Clavos 02275,10745,Total,
2276,Clavos 02276,8120,Total,SI
2277,,1449,,SI
2278,Taladro 02278,7087,Total,FALSE
2279,Pulidora 02279,580,Bosch,TRUE
2280,Reflector 02280,3292,Pretul,SI
2281,Sierra 02281,6842,Total,0
2282,Reflector 02282,2614,EPAHome,1
2283,Brocha 02283,6492,Total,SI
2284,Martillo 02284,6251,Total,FALSE
2285,Cerradura 02285,7943,Makita,1
2286,Pintura 02286,9602,Total,0
2287,Tornillo 02287,10152,,
2288,Reflector 02288,10145,Stanley,1
2289,Taladro 02289,1533,Pretul,0
2290,Martillo 02290,2658,Bosch,SI
2291,Taladro 02291,7278,EPAHome,TRUE
2292,Clavos 02292,4685,Bosch,
2293,Cerradura 02293,997,Bosch,NO
2294,Taladro 02294,4305,Truper,NO
2295,Cerradura 02295,3141,Pretul,1
2296,Reflector 02296,3958,Bosch,FALSE
2297,Pulidora 02297,2125,Makita,0
2298,Taladro 02298,7592,Pretul,1
2299,Reflector 02299,7086,EPAHome,NO
2300,Clavos 02300,283,Pretul,TRUE
2301,Brocha 02301,6660,Bosch,TRUE
2302,Martillo 02302,1962,Truper,1
2303,Martillo 02303,8992,,1
2304,Clavos 02304,1240,Stanley,FALSE
2305,Martillo 02305,8979,EPAHome,TRUE
2306,Martillo 02306,5659,Total,SI
2307,Tornillo 02307,10572,EPAHome,0
2308,Brocha 02308,7119,Total,NO
2309,Cerradura 02309,7421,Pretul,1
P2310,,208,Stanley,FALSE
2311,Reflector 02311,3241,Stanley,1
2312,Pulidora 02312,9699,Makita,NO
2313,Reflector 02313,8642,Pretul,SI
2314,Pintura 02314,3902,Truper,NO
2315,Pulidora 02315,4011,Pretul,FALSE
2316,Taladro 02316,4392,,1
2317,Pulidora 02317,2674,,
2318,Martillo 02318,7279,EPAHome,FALSE
2319,Pintura 02319,2420,Total,FALSE
2320,Pulidora 02320,6064,EPAHome,
2321,Sierra 02321,8598,Bosch,NO
2322,Taladro 02322,10419,Stanley,
2323,Clavos 02323,10174,Truper,1
2324,Pintura 02324,7588,Stanley,1
2325,Pintura 02325,789,Truper,SI
2326,Reflector 02326,7836,Total,TRUE
2327,Martillo 02327,9441,Makita,FALSE
2328,Pulidora 02328,4827,Stanley,SI
2329,Tornillo 02329,10175,Truper,0
2330,Taladro 02330,4930,Total,TRUE
2331,Brocha 02331,5760,Truper,TRUE
2332,Pintura 02332,4812,Stanley,TRUE
2333,Pintura 02333,6031,Truper,SI
2334,Pintura 02334,10336,Truper,TRUE
2335,Cerradura 02335,9378,,TRUE
2336,Tornillo 02336,9125,EPAHome,
2337,Tornillo 02337,608,Pretul,TRUE
2338,Cerradura 02338,6762,Truper,FALSE
2339,Taladro 02339,8738,Truper,1
2340,Pulidora 02340,9899,Total,SI
2341,Sierra 02341,9248,Total,1
2342,Pulidora 02342,2317,EPAHome,1
2343,,6591,EPAHome,
2344,Sierra 02344,6621,Makita,FALSE
2345,Cerradura 02345,9703,Stanley,TRUE
2346,Pintura 02346,2292,,NO
2347,Sierra 02347,8498,Stanley,FALSE
2348,Cerradura 02348,3585,Bosch,
2349,Martillo 02349,309,Pretul,1
2350,Sierra 02350,3855,,0
2351,Cerradura 02351,2425,Bosch,SI
2352,Taladro 02352,2390,Truper,
2353,Sierra 02353,6440,Truper,NO
2354,Tornillo 02354,3789,Truper,FALSE
2355,Pulidora 02355,2813,Total,1
2356,Pulidora 02356,438,Truper,TRUE
2357,Sierra 02357,2518,Bosch,0
2358,Martillo 02358,7032,Pretul,TRUE
2359,Taladro 02359,3203,EPAHome,
2360,Taladro 02360,10537,Makita,SI
2361,Tornillo 02361,4655,Total,
2362,Brocha 02362,1781,Bosch,TRUE
2363,Tornillo 02363,7323,Total,SI
2364,Pulidora 02364,1682,Stanley,SI
2365,Cerradura 02365,4193,Truper,FALSE
2366,Taladro 02366,7614,Makita,0
2367,Pulidora 02367,8709,Total,
2368,Taladro 02368,643,Bosch,SI
2369,Brocha 02369,8935,Total,
2370,Brocha 02370,7216,Total,NO
2371,Cerradura 02371,8775,Stanley,SI
2372,Pintura 02372,5600,Bosch,1
2373,Sierra 02373,4738,Pretul,SI
2374,Cerradura 02374,7816,EPAHome,
2375,Reflector 02375,4432,Pretul,
2376,,9391,Pretul,
2377,Pintura 02377,9928,Total,SI
2378,Reflector 02378,1316,EPAHome,1
2379,Pulidora 02379,7723,EPAHome,FALSE
2380,Sierra 02380,10586,Stanley,0
2381,Reflector 02381,8569,Total,SI
2382,Tornillo 02382,1723,Bosch,0
2383,Pintura 02383,8552,EPAHome,NO
2384,Taladro 02384,1966,Truper,FALSE
2385,Pintura 02385,10644,EPAHome,NO
2386,Taladro 02386,7398,Makita,1
P2387,Cerradura 02387,7981,Truper,
2388,Tornillo 02388,9008,Makita,FALSE
2389,Pintura 02389,8972,Pretul,0
2390,Cerradura 02390,9233,Pretul,
2391,Pintura 02391,2786,Pretul,0
2392,Cerradura 02392,9914,Makita,
2393,Martillo 02393,2029,Makita,TRUE
2394,Taladro 02394,9966,Truper,SI
2395,Pintura 02395,826,Stanley,FALSE
2396,Tornillo 02396,10793,Makita,NO
2397,Taladro 02397,4151,Total,
2398,Tornillo 02398,9864,Stanley,NO
2399,Tornillo 02399,4185,Pretul,0
2400,Taladro 02400,1511,Makita,1
2401,Brocha 02401,10031,Makita,FALSE
2402,Sierra 02402,6635,Bosch,1
2403,Pintura 02403,4020,Stanley,
2404,Cerradura 02404,107,Truper,NO
2405,Tornillo 02405,77,Total,TRUE
2406,Brocha 02406,5268,Makita,FALSE
2407,Pintura 02407,2290,Bosch,TRUE
2408,Martillo 02408,339,Stanley,0
2409,,4346,Total,SI
2410,Pintura 02410,8182,Pretul,1
2411,Martillo 02411,2554,EPAHome,SI
2412,Pintura 02412,5182,Total,NO
2413,Pulidora 02413,5608,Truper,FALSE
2414,Cerradura 02414,4152,Pretul,0
2415,Tornillo 02415,2912,,1
2416,Sierra 02416,5257,,1
2417,Pulidora 02417,3565,Makita,FALSE
2418,Martillo 02418,4722,Truper,TRUE
2419,Reflector 02419,344,Total,NO
2420,Martillo 02420,8123,Truper,TRUE
2421,Pintura 02421,10113,Total,
2422,Pulidora 02422,5786,,FALSE
2423,Clavos 02423,4390,Pretul,FALSE
2424,Brocha 02424,10752,Stanley,NO
2425,Clavos 02425,4405,Makita,TRUE
2426,Sierra 02426,284,Truper,1
2427,Clavos 02427,7468,Total,
2428,Reflector 02428,235,Makita,TRUE
2429,Reflector 02429,3538,Truper,FALSE
2430,Taladro 02430,6139,Stanley,
2431,Pintura 02431,4618,,
2432,Cerradura 02432,3311,,NO
2433,Pulidora 02433,1284,,
2434,Taladro 02434,3189,Makita,
2435,Pulidora 02435,10177,EPAHome,SI
2436,Tornillo 02436,6241,,TRUE
2437,Tornillo 02437,994,Stanley,SI
2438,Tornillo 02438,3945,,TRUE
2439,Taladro 02439,84,Truper,FALSE
2440,Brocha 02440,10318,Bosch,
2441,Pintura 02441,2985,Truper,0
2442,,4568,Truper,
2443,Pintura 02443,2930,Bosch,TRUE
2444,Cerradura 02444,7547,,NO
2445,Cerradura 02445,7682,EPAHome,
2446,Pintura 02446,2539,Truper,FALSE
2447,Reflector 02447,4810,Stanley,NO
2448,Tornillo 02448,6217,Pretul,
2449,Reflector 02449,5170,Pretul,NO
2450,Clavos 02450,8403,EPAHome,NO
2451,Taladro 02451,5908,Bosch,NO
2452,Brocha 02452,10145,Bosch,SI
2453,Cerradura 02453,6987,Pretul,
2454,Clavos 02454,4537,,FALSE
2455,Brocha 02455,7594,Makita,NO
2456,Tornillo 02456,1951,Total,0
2457,Cerradura 02457,4334,Makita,NO
2458,Reflector 02458,4376,Makita,NO
2459,Sierra 02459,4853,Pretul,1
2460,Sierra 02460,ABC,Pretul,TRUE
2461,Pulidora 02461,2984,Pretul,TRUE
2462,Taladro 02462,10327,Total,SI
2463,Pintura 02463,8801,,SI
P2464,Tornillo 02464,9078,,TRUE
2465,Tornillo 02465,891,Makita,
2466,Taladro 02466,5563,,SI
2467,Pintura 02467,1723,Bosch,
2468,Cerradura 02468,10788,Stanley,0
2469,Pulidora 02469,9958,EPAHome,SI
2470,Tornillo 02470,4182,EPAHome,1
2471,Pulidora 02471,6888,Pretul,
2472,Reflector 02472,6769,Makita,1
2473,Pulidora 02473,3613,,
2474,Sierra 02474,3291,Truper,
2475,,6095,,NO
2476,Taladro 02476,8955,Stanley,TRUE
2477,Pintura 02477,4893,Bosch,TRUE
2478,Tornillo 02478,1407,Bosch,1
2479,Cerradura 02479,9636,Makita,1
2480,Martillo 02480,3024,Total,NO
2481,Pulidora 02481,4543,Pretul,NO
2482,Pintura 02482,8392,Stanley,TRUE
2483,Clavos 02483,9374,,FALSE
2484,Taladro 02484,6598,Truper,
2485,Pintura 02485,2506,Stanley,
2486,Martillo 02486,107,Pretul,FALSE
2487,Reflector 02487,7746,Makita,NO
2488,Brocha 02488,7783,Stanley,TRUE
2489,Pintura 02489,7231,Makita,1
2490,Brocha 02490,1403,Bosch,FALSE
2491,Cerradura 02491,488,Pretul,0
2492,Reflector 02492,8387,Stanley,SI
2493,Martillo 02493,3012,,TRUE
2494,Pulidora 02494,10812,Bosch,NO
2495,Tornillo 02495,6479,,0
2496,Cerradura 02496,10828,Bosch,SI
2497,Taladro 02497,6865,Total,1
2498,Martillo 02498,5950,,FALSE
2499,Martillo 02499,2094,EPAHome,TRUE
2500,Pintura 02500,8594,Bosch,1
2500,Pintura 02500,8594,Bosch,1
2501,Pintura 02501,10484,Bosch,TRUE
2502,Clavos 02502,4704,Makita,
2503,Clavos 02503,8427,Stanley,FALSE
2504,Martillo 02504,131,,0
2505,Pulidora 02505,7567,Makita,SI
2506,Reflector 02506,1619,Pretul,TRUE
2507,Martillo 02507,9642,Truper,TRUE
2508,,6784,Makita,0
2509,Tornillo 02509,4606,Makita,0
2510,Reflector 02510,2582,Stanley,1
2511,Taladro 02511,9615,Bosch,TRUE
2512,Clavos 02512,8568,Bosch,FALSE
2513,Clavos 02513,5873,Makita,FALSE
2514,Brocha 02514,7395,,FALSE
2515,Pulidora 02515,808,EPAHome,NO
2516,Reflector 02516,10353,Total,TRUE
2517,Taladro 02517,2751,Truper,TRUE
2518,Clavos 02518,9818,EPAHome,NO
2519,Clavos 02519,6433,Truper,1
2520,Pulidora 02520,1206,Truper,0
2521,Taladro 02521,2461,EPAHome,
2522,Pulidora 02522,4022,Makita,1
2523,Cerradura 02523,6066,,NO
2524,Brocha 02524,10846,Truper,NO
2525,Reflector 02525,454,Stanley,TRUE
2526,Clavos 02526,2257,Truper,0
2527,Martillo 02527,1570,Total,FALSE
2528,Cerradura 02528,5348,Makita,TRUE
2529,Tornillo 02529,8174,EPAHome,1
2530,Taladro 02530,6,Bosch,
2531,Martillo 02531,1907,Truper,1
2532,Martillo 02532,7820,EPAHome,
2533,Taladro 02533,2320,Total,SI
2534,Sierra 02534,5341,Stanley,1
2535,Cerradura 02535,4089,Truper,FALSE
2536,Pintura 02536,1651,,SI
2537,Taladro 02537,2564,Makita,0
2538,Pulidora 02538,3625,EPAHome,SI
2539,Pulidora 02539,9941,Stanley,NO
2540,Pintura 02540,9473,Total,FALSE
P2541,,4554,Total,SI
2542,Brocha 02542,4678,Stanley,NO
2543,Martillo 02543,7843,Pretul,FALSE
2544,Martillo 02544,9145,Bosch,FALSE
2545,Cerradura 02545,4896,Stanley,0
2546,Clavos 02546,3371,Makita,TRUE
2547,Brocha 02547,5445,Makita,
2548,Martillo 02548,193,EPAHome,
2549,Sierra 02549,6785,Pretul,
2550,Cerradura 02550,1934,Truper,0
2551,Cerradura 02551,6473,Makita,0
2552,Sierra 02552,8207,Stanley,0
2553,Pulidora 02553,1474,Stanley,0
2554,Brocha 02554,1517,Makita,0
2555,Reflector 02555,526,Truper,0
2556,Cerradura 02556,9823,Makita,NO
2557,Pintura 02557,825,EPAHome,FALSE
2558,Taladro 02558,1179,Truper,TRUE
2559,Reflector 02559,7648,EPAHome,0
2560,Pintura 02560,7294,EPAHome,FALSE
2561,Pintura 02561,6123,Bosch,0
2562,Pintura 02562,170,Bosch,0
2563,Cerradura 02563,2251,Total,0
2564,Clavos 02564,9471,Truper,0
2565,Tornillo 02565,946,Total,1
2566,Brocha 02566,437,Stanley,
2567,Brocha 02567,1396,Pretul,FALSE
2568,Reflector 02568,2174,,1
2569,Brocha 02569,4390,Total,FALSE
2570,Taladro 02570,3990,Truper,NO
2571,Brocha 02571,5784,EPAHome,1
2572,Clavos 02572,3618,Truper,TRUE
2573,Tornillo 02573,9222,Stanley,FALSE
2574,,2919,EPAHome,0
2575,Pulidora 02575,8897,EPAHome,NO
2576,Martillo 02576,9672,EPAHome,TRUE
2577,Reflector 02577,9423,EPAHome,1
2578,Cerradura 02578,9707,Stanley,FALSE
2579,Taladro 02579,3383,Stanley,0
2580,Clavos 02580,3048,Pretul,1
2581,Martillo 02581,2760,Stanley,1
2582,Sierra 02582,2467,Makita,0
2583,Clavos 02583,7242,Makita,NO
2584,Tornillo 02584,400,EPAHome,0
2585,Taladro 02585,3856,EPAHome,
2586,Pintura 02586,6059,Pretul,
2587,Clavos 02587,5365,,SI
2588,Pulidora 02588,3402,Bosch,0
2589,Brocha 02589,10448,Bosch,TRUE
2590,Brocha 02590,8087,EPAHome,1
2591,Pintura 02591,10796,EPAHome,NO
2592,Tornillo 02592,6671,Stanley,
2593,Brocha 02593,9992,Bosch,1
2594,Pintura 02594,6344,Truper,
2595,Sierra 02595,4206,Makita,NO
2596,Sierra 02596,9546,Total,SI
2597,Pintura 02597,6128,Bosch,
2598,Pintura 02598,7028,Total,FALSE
2599,Clavos 02599,5370,Truper,FALSE
2600,Brocha 02600,6405,EPAHome,0
2601,Sierra 02601,8662,EPAHome,SI
2602,Reflector 02602,4203,Total,NO
2603,Reflector 02603,8882,Makita,SI
2604,Pintura 02604,8204,EPAHome,TRUE
2605,Pintura 02605,6725,Total,NO
2606,Sierra 02606,1604,Makita,0
2607,,7209,Pretul,
2608,Pulidora 02608,9035,Bosch,FALSE
2609,Taladro 02609,8969,Total,0
2610,Pulidora 02610,7554,EPAHome,
2611,Clavos 02611,8789,EPAHome,FALSE
2612,Sierra 02612,7600,Total,1
2613,Sierra 02613,5808,Makita,NO
2614,Martillo 02614,9298,Makita,SI
2615,Cerradura 02615,4277,Makita,1
2616,Pulidora 02616,486,Makita,NO
2617,Pintura 02617,2285,Total,0
P2618,Reflector 02618,5048,,SI
2619,Brocha 02619,388,Stanley,SI
2620,Sierra 02620,182,Pretul,NO
2621,Pintura 02621,5110,Makita,NO
2622,Pintura 02622,2642,Total,1
2623,Brocha 02623,5571,EPAHome,NO
2624,Cerradura 02624,8058,Pretul,SI
2625,Taladro 02625,10764,Stanley,
2626,Sierra 02626,4648,Makita,0
2627,Martillo 02627,4489,Stanley,FALSE
2628,Pulidora 02628,4407,Pretul,TRUE
2629,Cerradura 02629,1941,Truper,1
2630,Martillo 02630,1982,Total,FALSE
2631,Cerradura 02631,7637,,SI
2632,Taladro 02632,1663,EPAHome,NO
2633,Brocha 02633,1003,Makita,FALSE
2634,Martillo 02634,4353,,NO
2635,Pintura 02635,2350,EPAHome,0
2636,Martillo 02636,5180,Bosch,FALSE
2637,Sierra 02637,2225,Makita,0
2638,Pintura 02638,1708,Total,NO
2639,Sierra 02639,9686,Pretul,
2640,,8419,Pretul,FALSE
2641,Brocha 02641,1482,Total,SI
2642,Martillo 02642,28,Truper,1
2643,Martillo 02643,6633,Pretul,NO
2644,Clavos 02644,8608,Pretul,
2645,Pintura 02645,8761,EPAHome,FALSE
2646,Reflector 02646,10782,Stanley,1
2647,Taladro 02647,10755,Bosch,1
2648,Brocha 02648,10208,Bosch,TRUE
2649,Taladro 02649,10305,Total,FALSE
2650,Clavos 02650,8449,Truper,0
2651,Tornillo 02651,10521,Truper,1
2652,Pintura 02652,613,Total,1
2653,Martillo 02653,9630,Bosch,0
2654,Pintura 02654,1994,,NO
2655,Martillo 02655,273,Pretul,SI
2656,Martillo 02656,10016,,
2657,Brocha 02657,9787,EPAHome,NO
2658,Pintura 02658,4134,Pretul,
2659,Martillo 02659,8919,Stanley,1
2660,Pintura 02660,7576,EPAHome,TRUE
2661,Reflector 02661,1704,EPAHome,TRUE
2662,Taladro 02662,9177,Total,FALSE
2663,Taladro 02663,2263,Bosch,0
2664,Brocha 02664,2073,Truper,NO
2665,Sierra 02665,ABC,EPAHome,SI
2666,Martillo 02666,878,Pretul,1
2667,Tornillo 02667,1703,Stanley,0
2668,Cerradura 02668,1473,,0
2669,Reflector 02669,5365,Bosch,NO
2670,Cerradura 02670,4118,Makita,0
2671,Reflector 02671,5935,,TRUE
2672,Martillo 02672,4993,Truper,TRUE
2673,,10277,Pretul,
2674,Taladro 02674,6323,Bosch,NO
2675,Clavos 02675,4828,Pretul,0
2676,Pintura 02676,10586,Pretul,0
2677,Tornillo 02677,6493,Truper,FALSE
2678,Sierra 02678,2234,Stanley,NO
2679,Brocha 02679,4059,Total,
2680,Reflector 02680,8759,EPAHome,1
2681,Tornillo 02681,1219,Total,
2682,Cerradura 02682,1472,Total,SI
2683,Cerradura 02683,5423,Pretul,FALSE
2684,Pintura 02684,3514,Truper,TRUE
2685,Tornillo 02685,9370,Pretul,FALSE
2686,Taladro 02686,7095,Truper,0
2687,Pulidora 02687,7151,Makita,NO
2688,Tornillo 02688,6457,Stanley,TRUE
2689,Brocha 02689,1496,Makita,NO
2690,Sierra 02690,6180,Truper,
2691,Pulidora 02691,2014,Stanley,TRUE
2692,Reflector 02692,6824,Bosch,
2693,Brocha 02693,8520,Total,FALSE
2694,Clavos 02694,3634,EPAHome,0
P2695,Brocha 02695,10612,Makita,SI
2696,Clavos 02696,5650,Makita,NO
2697,Cerradura 02697,1788,Pretul,0
2698,Brocha 02698,988,Pretul,FALSE
2699,Brocha 02699,10090,Bosch,FALSE
2700,Cerradura 02700,7003,Total,1
2701,Reflector 02701,5285,Makita,SI
2702,Tornillo 02702,977,Total,SI
2703,Taladro 02703,2603,Truper,NO
2704,Brocha 02704,10692,Stanley,0
2705,Sierra 02705,8090,Makita,FALSE
2706,,8024,Stanley,0
2707,Taladro 02707,3965,Stanley,0
2708,Martillo 02708,6948,Stanley,0
2709,Sierra 02709,5200,Bosch,1
2710,Tornillo 02710,10532,Bosch,NO
2711,Reflector 02711,8492,Truper,0
2712,Pintura 02712,8049,Makita,1
2713,Pintura 02713,9770,Stanley,FALSE
2714,Sierra 02714,6672,Makita,0
2715,Reflector 02715,9720,Pretul,NO
2716,Pulidora 02716,4297,Total,NO
2717,Reflector 02717,1973,EPAHome,
2718,Sierra 02718,3724,Pretul,0
2719,Sierra 02719,8934,Pretul,FALSE
2720,Martillo 02720,66,EPAHome,NO
2721,Cerradura 02721,3051,Truper,TRUE
2722,Tornillo 02722,3554,Total,1
2723,Reflector 02723,161,EPAHome,TRUE
2724,Cerradura 02724,4697,Pretul,SI
2725,Brocha 02725,3290,Makita,FALSE
2726,Cerradura 02726,1272,EPAHome,SI
2727,Pintura 02727,7243,,TRUE
2728,Clavos 02728,9856,Pretul,SI
2729,Reflector 02729,4876,Truper,FALSE
2730,Clavos 02730,1583,Total,FALSE
2731,Reflector 02731,4896,Makita,NO
2732,Clavos 02732,8812,,FALSE
2733,Sierra 02733,5589,Pretul,TRUE
2734,Pintura 02734,6151,,TRUE
2735,Pintura 02735,3684,Truper,SI
2736,Taladro 02736,7114,Makita,NO
2737,Tornillo 02737,9282,Makita,1
2738,Cerradura 02738,8344,Bosch,FALSE
2739,,104,,1
2740,Cerradura 02740,6045,Stanley,0
2741,Pulidora 02741,6678,,
2742,Pintura 02742,9770,Total,
2743,Reflector 02743,7391,Bosch,
2744,Pintura 02744,5038,Truper,NO
2745,Tornillo 02745,10641,Truper,
2746,Tornillo 02746,5693,Truper,TRUE
2747,Cerradura 02747,10230,Total,FALSE
2748,Cerradura 02748,6613,Truper,TRUE
2749,Tornillo 02749,9364,,
2750,Cerradura 02750,3887,Makita,NO
2751,Sierra 02751,9885,Truper,FALSE
2752,Sierra 02752,2483,Truper,
2753,Pulidora 02753,4728,Stanley,FALSE
2754,Tornillo 02754,1624,EPAHome,TRUE
2755,Tornillo 02755,10029,Pretul,TRUE
2756,Tornillo 02756,3769,Bosch,1
2757,Taladro 02757,831,Total,SI
2758,Pintura 02758,4005,Bosch,SI
2759,Tornillo 02759,9567,Bosch,1
2760,Brocha 02760,1549,EPAHome,FALSE
2761,Pintura 02761,7834,Bosch,
2762,Martillo 02762,9946,Makita,TRUE
2763,Reflector 02763,1092,Bosch,SI
2764,Pulidora 02764,10061,Pretul,0
2765,Tornillo 02765,9335,Bosch,FALSE
2766,Tornillo 02766,4654,,SI
2767,Sierra 02767,673,Bosch,
2768,Pulidora 02768,9840,Truper,1
2769,Sierra 02769,4370,Truper,TRUE
2770,Brocha 02770,8279,EPAHome,NO
2771,Clavos 02771,7249,Truper,
P2772,,520,Bosch,1
2773,Cerradura 02773,7830,Makita,0
2774,Pulidora 02774,3134,Pretul,NO
2775,Tornillo 02775,9308,Makita,FALSE
2776,Clavos 02776,3062,Stanley,0
2777,Taladro 02777,1814,EPAHome,1
2778,Pulidora 02778,4533,Pretul,SI
2779,Taladro 02779,8096,Truper,
2780,Pintura 02780,1645,Bosch,
2781,Clavos 02781,8209,Total,0
2782,Tornillo 02782,136,Truper,TRUE
2783,Brocha 02783,3337,Stanley,
2784,Tornillo 02784,2576,Bosch,FALSE
2785,Cerradura 02785,10390,Stanley,NO
2786,Brocha 02786,3809,Total,0
2787,Pintura 02787,1676,Pretul,
2788,Tornillo 02788,2477,Bosch,TRUE
2789,Martillo 02789,685,Truper,0
2790,Pulidora 02790,7987,Truper,
2791,Martillo 02791,5449,Truper,SI
2792,Reflector 02792,1184,EPAHome,FALSE
2793,Pulidora 02793,10216,,
2794,Tornillo 02794,6580,Makita,FALSE
2795,Sierra 02795,6939,Total,0
2796,Pintura 02796,8624,,
2797,Tornillo 02797,747,Total,NO
2798,Reflector 02798,6091,EPAHome,TRUE
2799,Brocha 02799,4173,Bosch,SI
2800,Clavos 02800,4442,EPAHome,SI
2801,Cerradura 02801,1380,Total,0
2802,Martillo 02802,10602,,
2803,Brocha 02803,9286,Truper,NO
2804,Sierra 02804,3203,Total,
2805,,6818,Bosch,1
2806,Pulidora 02806,6088,Total,
2807,Pulidora 02807,7047,Bosch,1
2808,Clavos 02808,3620,Pretul,TRUE
2809,Reflector 02809,8923,Pretul,FALSE
2810,Clavos 02810,5913,Bosch,0
2811,Cerradura 02811,3128,Makita,
2812,Sierra 02812,10346,,0
2813,Sierra 02813,2203,Total,FALSE
2814,Cerradura 02814,1204,EPAHome,FALSE
2815,Sierra 02815,29,Pretul,NO
2816,Sierra 02816,10793,Bosch,
2817,Tornillo 02817,3743,Bosch,TRUE
2818,Brocha 02818,492,EPAHome,0
2819,Pulidora 02819,10031,EPAHome,TRUE
2820,Brocha 02820,1867,Truper,NO
2821,Tornillo 02821,1252,EPAHome,
2822,Reflector 02822,9100,EPAHome,0
2823,Reflector 02823,5468,Pretul,TRUE
2824,Martillo 02824,5515,Stanley,TRUE
2825,Cerradura 02825,10765,EPAHome,0
2826,Sierra 02826,7554,Total,0
2827,Clavos 02827,9994,Total,FALSE
2828,Pintura 02828,10187,Stanley,1
2829,Pintura 02829,1460,,FALSE
2830,Taladro 02830,8765,Stanley,0
2831,Clavos 02831,4314,Total,FALSE
2832,Pulidora 02832,2659,Bosch,0
2833,Cerradura 02833,7998,Truper,SI
2834,Pintura 02834,10303,Makita,0
2835,Pulidora 02835,5226,Total,SI
2836,Taladro 02836,5280,Stanley,NO
2837,Sierra 02837,719,Stanley,
2838,,3002,Stanley,NO
2839,Clavos 02839,5467,Truper,FALSE
2840,Taladro 02840,221,Bosch,1
2841,Martillo 02841,8633,Total,FALSE
2842,Taladro 02842,7936,Bosch,
2843,Cerradura 02843,892,Total,TRUE
2844,Reflector 02844,6983,Total,0
2845,Brocha 02845,8270,Bosch,
2846,Martillo 02846,6393,,
2847,Brocha 02847,6534,Bosch,1
2848,Reflector 02848,10842,Pretul,NO
P2849,Cerradura 02849,7043,Bosch,FALSE
2850,Brocha 02850,6691,,SI
2851,Taladro 02851,1746,Pretul,TRUE
2852,Clavos 02852,8562,Stanley,0
2853,Cerradura 02853,7390,EPAHome,
2854,Reflector 02854,9158,Bosch,SI
2855,Reflector 02855,10126,Stanley,NO
2856,Pulidora 02856,7926,Total,0
2857,Taladro 02857,4925,Pretul,
2858,Pintura 02858,8622,Makita,TRUE
2859,Sierra 02859,4331,Total,TRUE
2860,Clavos 02860,9857,,SI
2861,Cerradura 02861,1323,Makita,1
2862,Pulidora 02862,8087,Pretul,TRUE
2863,Cerradura 02863,1387,Truper,0
2864,Taladro 02864,8295,EPAHome,0
2865,Clavos 02865,4722,Bosch,1
2866,Taladro 02866,6186,Total,0
2867,Tornillo 02867,7504,EPAHome,
2868,Taladro 02868,6667,Total,SI
2869,Reflector 02869,6803,Makita,NO
2870,Pintura 02870,ABC,,NO
2871,,1061,Truper,0
2872,Pulidora 02872,3610,Makita,NO
